view_index,idea_ref,name,view_type,catalog_id,interface_family,family_name,coverage_state,original_A,original_B,original_X,concrete_family_execution,family_evidence,view_specific_remaining,remaining_executable_interface,next_batch,external_gap,execution_scope,stale_source_status,source,original_boundary
73,MAIN-R064,Hardware Efficient Reconfigurable Time-Step Spiking Transformer,per_paper_fusion_hint,W0052,F02,时间类别/FTP/在途上下文,已实做固定F_live2；其余布局开放,时间步展开 LIF + 可重构向量数据流 + IAND 残差保 spike-only I/O——作「时空并行供数/免膜状态」硬件分母对照（借入≠X；近 Gustav CPTB 时间并行叙事）。,逐步串行 LIF+膜 SRAM；仅 CNN 稀疏加速器；残差用实值加破坏 spike I/O。,unrolled LIF/IAND≠本地 lifting 执行对象 X；差分须在 same-port 下相对 ordinary dense/raw，而非搬 3456GSOPS。,packed-class/time与有限NR4；本轮同P4×R7×F2=56字S/总双NR4的352次CPU数值排程，F1同预取/合并/编译权限，当前F2布局未胜最强F1,psn/rtl/gp_slice/intersection_result.json;open_fusion_execution/breadth_20260912/coverage_owned/flive2/results.json;open_fusion_execution/breadth_20260912/coverage_owned/flive2/README.md,展开后端口/状态账吃掉并行收益或破坏同端口公平 → 仅文献对照，不停 Stage B。 | 完整PE/状态调度和资源；不能只把mux复制成T10当标题机制。 / 非因果满秩 T10 PSN 和动态 BN 的完整扩展未试。 || IAND残差 vs 本网shortcut,完整阵列、不同NRV推进/包所有权的多上下文布局及source16+consumer80交织；F4未试且本轮不扫，不扩大候选容量,B2,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",F5/F7 时空并行与状态驻留对照；旁路。不抢 Stage B。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,28nm 表项/TSOPS/W≠本地 θg 合同；Spike-IAND-former 精度表勿外推光流 AEE；仅方法摘录窗口且方法段偏短。
74,MAIN-R062,Bishop,per_paper_fusion_hint,W0050,F04,物理源字删读/结构化剪枝,已实做局部；新训练布局未试,TTB 结构化打包 + BSA 束级稀疏训练 + ECP 误差约束剪 Q/K——「结构化可跳过工作单元 + 有界误差剪枝」可直接对照 F1 共同删字与 F2 组完成（借入≠X）。,逐尖峰不规则跳过；无束级损失的朴素稀疏；无误差界的注意力剪枝；单一稠密核。,TTB/BSA/ECP≠ lifting 源活动×双 PED 删字 X；本地主张在非因果 T10×残差链消费者，而非 SSA 二次复杂度本身。,global/phase/row-phase源门剪枝、请求前地址生成、同mask/all_keep控制,open_fusion_execution/stage_20260912/hardware/mask_fusion_global_group2.json;open_fusion_execution/stage_20260912/hardware/mask_fusion_all_keep.json,同槽不胜 HiNM/窄稠密或破 AEE，或并集仍读满无周期余量 → 停该 TTB/ECP 挂 r1 布局。 | 完整TTB/BSA训练、stratifier/ECP与AAC；H67 Motion-XOR/共静默/temporal peer需重新误差界及AEE。 / 整套误差预算、恢复及异构调度未迁移。 || TTB/BSA/ECP迁到OF任务+θg,同预算窄稠密、2:4、VENOM/HiNM完整训练；真实物理字并集目标而非分支稀疏率,B3,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",F1/F2/F7 强相关（结构化剪枝/组稀疏）；Stage B 后可挂。不抢 Stage B。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,CIFAR/ImageNet-100 注意力图≠AEE 门；异构三核 PPA 勿搬；仅方法摘录窗口。
75,MAIN-R061,SpikeX,per_paper_fusion_hint,W0049,F04,物理源字删读/结构化剪枝,已实做局部；新训练布局未试,面向时空不规则尖峰的敏捷派发 + 激活诱导权裁剪 + 稀疏桥接的网芯共优化接口——作「占用/活动驱动的执行与训练共设计」底座（借入≠X；与本地 F6/块占用叙事相关）。,ANN 式脉动阵列无视尖峰稀疏；训练与加速器配置割裂；固定映射无视时间窗。,SpikeX 派发/裁剪≠ lifting 结构化因子图 X；共优化接口可作对照，标题差分仍在 T10 执行对象。,global/phase/row-phase源门剪枝、请求前地址生成、同mask/all_keep控制,open_fusion_execution/stage_20260912/hardware/mask_fusion_global_group2.json;open_fusion_execution/stage_20260912/hardware/mask_fusion_all_keep.json,共优化后同精度净服务不胜静态窄层/普通稀疏跳过 → 停该共设计布局。 | 完整网络共同优化/存储调度与双侧零跳过；本地未迁原全系统。 / 原文完整 SP-MB 组织与本任务 patch 费用训练尚未复现。,同预算窄稠密、2:4、VENOM/HiNM完整训练；真实物理字并集目标而非分支稀疏率,B3,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",F1/F6/F7 相关（活动裁剪/占用费用）；第二队列。不抢 Stage B。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,EDP 15×–150× 勿搬；摘录以动机/总览为主，缺完整 Algo 细步；仅方法摘录窗口。
76,MAIN-R060,FireFly-T,per_paper_fusion_hint,W0048,F14,Motion-XOR/二值注意力精确跳过,已实做部分；身份/完整范围待补,稀疏引擎吞吐向 sparsity 利用 + 二值注意力专用引擎（AND-PopCount）双 overlay——作 spiking transformer 稀疏/二值路径硬件分母（借入≠X；与已有 FireFly-S 卡区分）。,粗粒度分组稀疏（整组跳过率低）；CSR 单非零/周期细粒度；无注意力支持的纯卷积 FireFly。,FireFly-T overlay≠ lifting X；本地不把 FPGA DSP/LUT 节省写成 Stage B 净服务。,旧ep35 QK census、MX3P叶/脏行/K零机会，不能迁为当前R24网络周期,open_fusion_execution/catalog/idea_views.csv;PRO_GROK_REVIEW_20260911.md,无法对齐 same-port 计费 → 仅文献对照；若与 FireFly-S/SCNN 错绑引用 → 废错绑。 | 原执行链、张量布局/缓存/非线性；不能只抽AND-PopCount当完整迁移。 / 完整双引擎、压缩、供数与跨层调度迁移未做。,匹配检查点的行内memo、三pop独立门控、K零只停输出乘积且保留分母,B7,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",F7 硬件稀疏执行对照；旁路主岛。不抢 Stage B。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,与 MAIN-R059 FireFly-S/批错绑 SCNN 区分；KV260 实现≠本地 RTL；仅方法摘录窗口。
77,MAIN-R048,BitParticle,per_paper_fusion_hint,W0036,F09,比特面/有符号位稀疏,只停旧串行布局,双操作数比特粒子化 + 拼接减 PP + 准同步弹性 MAC 阵列——作「比特级双稀疏执行与弹性同步」强对照（DNN 比特稀疏族；借入≠X）。,单因子 bit-serial；EBS 式 16 IR 爆炸；Laconic 组内刚性同步。,DNN 比特粒子≠SNN/T10 源字删字 X；可作普通压缩/近似乘对照轴，不作标题。,真实I24位字默认/校正在公共强MAC下慢4–5倍,open_fusion_execution/EXECUTION_QUEUE.md,仅换比特 MAC 无 lifting 结构，相对 ordinary 无净服务/精度门 → 停「当标题」。 | 核完整论文、因子拆分成本与实际W/PSN用途。 / 完整粒子生成/合并/负载平衡费用；连续 PSN 张量的真实数据统计与同资源比较,相同位宽/面积的bit-PE、低校正密度训练；原BitVert/LoAS完整内核未迁,B7,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",旁路（DNN MAC）；与 FLARE/BitSift/BBS 比特族并列阅读。不抢 Stage B。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,ResNet/MobileNet 精度≠AEE；近似变体误差勿外推光流；仅方法摘录窗口。
78,MAIN-R213,SpikePool,per_paper_fusion_hint,W0185,F15,注意力/残差算子替换或训练,未试此网络替换,用池化注意力替换二次 SSA，以低通池化平衡尖峰变压器固有高通——算法侧降注意力复杂度的强简化对照（借入≠X）。,标准 SSA/QKFormer 式自注意力；纯卷积无注意力；无频域动机的随意池化。,池化注意力≠ lifting X；事件分类/检测延迟≠本地光流 same-port。,原打分叶分析不等于SDSA/QKFormer/STSA/SLI等新网络恢复,open_fusion_execution/catalog/idea_views.csv,替换注意力后 AEE/任务门不过或服务不降 → 停该替换布局。 | 保留 QK 的局部应用或替代网络训练未试。,只替换一个固定block、同训练预算与原head比较；IAND不能无损删PED,B8,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",F7 弱相关（降注意力费用）；旁路。不抢 Stage B。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,训练/推理时间 −42%/−33% 勿写成硬件净服务%；仅方法摘录窗口。
79,MAIN-R214,Spiking Patches,per_paper_fusion_hint,W0186,F16,tokenizer/稀疏stem/decoder岛,未完整试；旧切片仅部分,事件→token 的脉冲式时空分词（patch 电位/阈值/不应期）——前端表示层保留异步稀疏，可作事件光流输入表示对照（借入≠X）。,固定时间窗帧化/体素；先帧化再筛活跃 patch；破坏异步的 ViT 事件管线。,分词器≠ lifting T10 X；本地主岛在 r1 残差链执行，不在 tokenizer。,decoder仅旧ep34 shards，未闭完整Table-A；Spiking Patches未恢复,open_fusion_execution/catalog/idea_views.csv,替换前端后精度/延迟无增益或破坏现有合同 → 停该分词挂载。 | 事件编码、稠密输出恢复和全网络训练未试。,原GT任务下stem/decoder完整层支持与费用，然后一个固定替换恢复,B8,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",旁路（前端表示）；与事件光流输入有弱相关。不抢 Stage B。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,手势/检测精度与 token 缩减≠AEE 合同；仅方法摘录窗口。
80,MAIN-R203,ASTER,per_paper_fusion_hint,W0175,F06,精确证书/整组接受与回退,只停旧证书/旧早停布局,任务感知层跳过 + 置信度时步早退 + 按输入稀疏选通 WL 的 PIM 数据流——「动态减少注意力/时步工作量」完整先验，紧贴 F2/F4/F6（借入≠X）。,固定全层全时步推理；粗粒度 bank 门控；无稀疏感知的稠密矩阵向量。,TAFT/CBET/PIM≠ lifting 半步检查点 X；差分挂在 lifting RNE 边界与 r1 并集费用，而非 RRAM 模拟乘。,原9/11已做严格equal-a/水平P2分级余量；本轮独立复放同305760lane及38220SIMD8证书命中0，不计新接口，未停不同参考轴,PRO_GROK_REVIEW_20260911.md;open_fusion_execution/EXECUTION_QUEUE.md;open_fusion_execution/breadth_20260912/rounding_margin/results.json,跳过/早退后净服务不胜静态窄层+同组关闭，或 AEE 破门 → 停该动态剪布局。 | 完整实现和本任务适配未试。,新参考轴/可训裕度/连续消费者联合接受，比较应不先算原乘法；量化稳定不等于门正确,B5,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",F2/F4/F7 强相关；第二队列。不抢 Stage B。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,PIM/RRAM 能耗数字勿搬到数字 same-port；层跳过一次静态决定≠在线 lifting 取消；仅方法摘录窗口。
81,MAIN-R211,CATFormer,per_paper_fusion_hint,W0183,F15,注意力/残差算子替换或训练,未试此网络替换,动态阈值 + 门控任务头路由实现无回放持续学习——算法侧「阈值/路由适应」对照，非执行稀疏主线（借入≠X）。,无适应固定阈值 SNN；EWC/MAS 正则；依赖记忆缓冲的 rehearsal。,持续学习动态阈值≠ lifting/源字 X；与本地光流主岛正交。,原打分叶分析不等于SDSA/QKFormer/STSA/SLI等新网络恢复,open_fusion_execution/catalog/idea_views.csv,对主岛无净服务/精度贡献 → 保持旁路，不进标题。 | 面向光流和静态部署的训练与幅值变化代价未试。,只替换一个固定block、同训练预算与原head比较；IAND不能无损删PED,B8,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",F2 弱（路由/选择）；旁路。不抢 Stage B。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,CIL 精度表≠AEE；无缓冲声明勿外推硬件 RF；仅方法摘录窗口。
82,MAIN-R071,L-SPINE,per_paper_fusion_hint,W0058,F17,平台/混合引擎/CIM启发,未迁原平台；非直接独立idea,面向边缘的低精度 SIMD SNN 引擎（无乘/近似算术族）——普通低精度执行对照底座（借入≠X）。,全精度浮点 SNN；纯标量非 SIMD；通用 CPU 解释执行。,低精度 SIMD≠结构化 T10 X；PoT/移位等作强对照时权限同等。,个别数字叶可借；不存在本项目原宏/原工艺完整实现,exploration_tcasii_20260911/round4_wide/REPORT.md,证据不足以支撑迁移主张 → 不升主岛；补全文前不作硬件承诺。 | 精读合法数值、SIMD结构及消费者，比较已有常量矩阵编译。 / 完整方法与代码迁移未试。,仅迁与器件无关的地址/调度/复用并另计数字成本；宏/PPA不能直接搬,B9,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",旁路（边缘算术引擎）。不抢 Stage B。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,摘录噪声大、方法段不完整；勿搬未核 PPA；仅方法摘录窗口。
