record_ref,source_file,name,full_title,venue,entity_type,category,links,reading,reading_level,attempt,reason,untried,evidence,priority,A,B,X,cards
ARX-014,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,Photonic Neuromorphic Accelerators for Event-Based Imaging Flow Cytometry,Photonic Neuromorphic Accelerators for Event-Based Imaging Flow Cytometry,arXiv 2024,paper,arXiv增量|all:spiking AND all:optical AND all:flow,https://arxiv.org/abs/2404.10564v1,本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"In this work, we present experimental results of a high-speed label-free imaging cytometry system that seamlessly merges the high-capturing rate and data sparsity of an event-based CMOS camera with lightweight photonic neuromorphic processing. This combination offers high classification accuracy and a massive reduction in the number of trainable parameters of the digital machine-learning back-end.",,P0_high_rel,,,,
ARX-015,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,Chasing Day and Night: Towards Robust and Efficient All-Day Object Detection Gui,Chasing Day and Night: Towards Robust and Efficient All-Day Object Detection Guided by an Event Camera,arXiv 2023,paper,arXiv增量|all:spiking AND all:optical AND all:flow,https://arxiv.org/abs/2309.09297v2,本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"The ability to detect objects in all lighting (i.e., normal-, over-, and under-exposed) conditions is crucial for real-world applications, such as self-driving.Traditional RGB-based detectors often fail under such varying lighting conditions.Therefore, recent works utilize novel event cameras to supplement or guide the RGB modality; however, these methods typically adopt asymmetric network structu",,P0_high_rel,,,,
ARX-016,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,Unsupervised Optical Flow Estimation with Dynamic Timing Representation for Spik,Unsupervised Optical Flow Estimation with Dynamic Timing Representation for Spike Camera,arXiv 2023,paper,arXiv增量|all:spiking AND all:optical AND all:flow,https://arxiv.org/abs/2307.06003v1,本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Efficiently selecting an appropriate spike stream data length to extract precise information is the key to the spike vision tasks. To address this issue, we propose a dynamic timing representation for spike streams. Based on multi-layers architecture, it applies dilated convolutions on temporal dimension to extract features on multi-temporal scales with few parameters. And we design layer attentio",,P0_high_rel,,,,
ARX-017,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,S-TLLR: STDP-inspired Temporal Local Learning Rule for Spiking Neural Networks,S-TLLR: STDP-inspired Temporal Local Learning Rule for Spiking Neural Networks,arXiv 2023,paper,arXiv增量|all:spiking AND all:optical AND all:flow,https://arxiv.org/abs/2306.15220v4,本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Spiking Neural Networks (SNNs) are biologically plausible models that have been identified as potentially apt for deploying energy-efficient intelligence at the edge, particularly for sequential learning tasks. However, training of SNNs poses significant challenges due to the necessity for precise temporal and spatial credit assignment. Back-propagation through time (BPTT) algorithm, whilst the mo",,P0_high_rel,,,,
ARX-018,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,Training a spiking neural network on an event-based label-free flow cytometry da,Training a spiking neural network on an event-based label-free flow cytometry dataset,arXiv 2023,paper,arXiv增量|all:spiking AND all:optical AND all:flow,https://arxiv.org/abs/2303.10632v1,本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Imaging flow cytometry systems aim to analyze a huge number of cells or micro-particles based on their physical characteristics. The vast majority of current systems acquire a large amount of images which are used to train deep artificial neural networks. However, this approach increases both the latency and power consumption of the final apparatus. In this work-in-progress, we combine an event-ba",,P1_mid_rel,,,,
ARX-019,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,Dynamic Event-based Optical Identification and Communication,Dynamic Event-based Optical Identification and Communication,arXiv 2023,paper,arXiv增量|all:spiking AND all:optical AND all:flow,https://arxiv.org/abs/2303.07169v4,本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Optical identification is often done with spatial or temporal visual pattern recognition and localization. Temporal pattern recognition, depending on the technology, involves a trade-off between communication frequency, range and accurate tracking. We propose a solution with light-emitting beacons that improves this trade-off by exploiting fast event-based cameras and, for tracking, sparse neuromo",,P0_high_rel,,,,
ARX-020,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,Anti-Gravity Walking by a Flying Humanoid Robot via Thrust-Rate Input Whole-Body,Anti-Gravity Walking by a Flying Humanoid Robot via Thrust-Rate Input Whole-Body Model Predictive Control,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,https://arxiv.org/abs/2609.07544v1,本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Flying humanoids are expected to perform tasks in diverse environments, while their existing locomotion is mainly limited to aerial flight and ground walking. The capability to move in complex three-dimensional space can greatly expand their application range. For such walking motion on ceilings and similar anti-gravity environments, whole-body MPC is effective. However, the discontinuous changes ",,P0_high_rel,,,,
ARX-021,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,Noise-Resilient Detection of Neuronal Spikes by a Hopf-Bifurcation Device,Noise-Resilient Detection of Neuronal Spikes by a Hopf-Bifurcation Device,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,https://arxiv.org/abs/2609.04949v1,本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Detecting weak transient signals in noise is a persistent challenge in sensing, communication, and electrophysiology. Here, we demonstrate a physical weak-signal detector based on a semiconductor negative differential resistance (NDR) device operated near a Hopf bifurcation. A coherent input that persists over the response time of the dynamical system can drive a transition between quiescent and o",,P0_high_rel,,,,
ARX-022,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,Current-Limiting Control for Fault Ride-Through of LLC-based Solid-State Transfo,Current-Limiting Control for Fault Ride-Through of LLC-based Solid-State Transformer in Data Centers,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,https://arxiv.org/abs/2608.26595v2,本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Solid-State Transformers (SSTs) are increasingly proposed as the interface between distribution grids and data centers due to flexible power flows and fast dynamic response. However, when a short-circuit fault occurs in a load branch, the SST with a voltage-source-type DC-DC stage is forced to shut down due to fault currents. Therefore, current-limiting strategies are strongly needed to prevent ca",,P0_high_rel,,,,
ARX-023,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,Event-triggered Implicit Perturbation for Zeroth-Order Fine-Tuning of Spiking Tr,Event-triggered Implicit Perturbation for Zeroth-Order Fine-Tuning of Spiking Transformers,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,https://arxiv.org/abs/2608.21223v1,本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Zeroth-order (ZO) optimization estimates gradients using only forward-pass evaluations, making it suitable for fine-tuning non-differentiable, event-driven spiking neural networks (SNNs). However, its deployment on in-memory computing (IMC) accelerators is constrained by the repeated read-modify-write (RMW) operations arising from explicit weight perturbation and the prohibitive hardware footprint",,P0_high_rel,,,,
ARX-024,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,Robust and Efficient Feature Extraction for Spike Sorting via the Walsh-Hadamard,Robust and Efficient Feature Extraction for Spike Sorting via the Walsh-Hadamard Transform,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,https://arxiv.org/abs/2608.19048v1,本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Implantable neural interfaces require low-power real-time signal processing to remain within strict thermal and bandwidth constraints, motivating lightweight feature extraction methods for on-chip spike sorting. This work presents the Walsh-Hadamard Transform (WHT) as a hardware-efficient feature extraction method for neural spike classification. WHT can be implemented using only adders, subtracto",,P1_mid_rel,,,,
ARX-025,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,The Sparsity Ceiling: Where Spiking Networks Can and Cannot Trade Activity for E,The Sparsity Ceiling: Where Spiking Networks Can and Cannot Trade Activity for Energy,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,https://arxiv.org/abs/2607.26648v1,本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Spiking neural networks (SNNs) are promoted as an energy-efficient substrate because sparse, event-driven activity replaces dense multiply-accumulates with cheap accumulates. We argue the energy dividend of sparsity is not a property of SNNs but of the task. Holding architecture fixed and swapping only the hidden unit (continuous vs. leaky-integrate-and-fire), plus a two-sided target-firing-rate p",,P0_high_rel,,,,
ARX-026,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,From Bit-Position Sensitivity to Unequal Error Protection for DNN Inference Memo,From Bit-Position Sensitivity to Unequal Error Protection for DNN Inference Memory,arXiv 2026,paper,arXiv增量|all:spiking AND all:transformer AND (all,https://arxiv.org/abs/2607.19623v1,本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"We characterize per-bit-position fault sensitivity in ML inference across 16 workloads -- spanning transformer-based models and attention-free CNNs -- and across three floating-point formats. Our central empirical finding is a sharp bit-sensitivity transition: flipping any of the least-significant fraction bits up to a data-type-specific threshold, Xsafe, degrades task metrics by less than 1% unde",,P0_high_rel,,,,
