idea_ref,name,view_type,catalog_id,A,B,X,status,boundary,next_or_stop,source,detail
MAIN-R222,ResFlow / ResHTR 来源,per_paper_fusion_hint,W0194,低频稳健参考+高频残差精修与共享相关体——HTR运动算法底座对照（借入≠X）。,纯累积HTR；仅自监督CMax；从零中间流依赖全对相关；无噪声对齐硬监督。,残差光流头≠lifting源字X；同任务旁路。,F7弱相关；旁路基线。不抢Stage B。,10→150Hz与EPE勿写same-port%；§IV截断。,挂主网无增益或挤占Stage B → 保持旁路。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,共享cost volume作可叠头纪律 | 区域噪声域迁移模板 | 与EDCFlow/BAT/TMA成簇 | 负结果只停ResFlow头替换
MAIN-R233,Learning Normal Flow,per_paper_fusion_hint,W0205,点式局部邻域法向流+不确定度过滤——局部可估分量与不可靠预测门控对照（借入≠X）。,平面拟合法向流；体素稠密光流网；无UQ全量灌下游。,法向流/VecKM≠lifting X；F2弱相关不进主岛。,F2弱相关；运动前端旁路。不抢Stage B。,自建GT/egomotion≠AEE合同；仅摘录窗。,UQ过滤后下游无增益或召回崩 → 停该门控。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,径向圆约束+角向防零解 | 旋转等变σ作保留集门控 | 归一化坐标迁移纪律 | 负结果只停法向流替换出口
MAIN-R224,BAT,per_paper_fusion_hint,W0196,双向时间相关+空间自适应时序聚合——时密→空密运动线索打包对照（借入≠X）。,E-RAFT单对相关；TMA仅前向；线性索引无自适应；无后向暖启动未来预测。,BTC/SATMA≠lifting源字X；旁路不在DSEC排行差分。,F2/F7弱相关；旁路基线。不抢Stage B。,DSEC增益勿写same-port%；仅摘录窗。,替换无增益或迭代费用挤占Stage B → 保持旁路。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,后向相关遮挡+过去事件预测未来 | SATMA抑不一致作F7模板 | 与TMA/EDCFlow/ResFlow成簇 | 负结果只停BAT头替换
MAIN-R244,TrueNorth spiking optical flow,per_paper_fusion_hint,W0216,事件驱动方向敏感（DS）尖峰单元+邻像素时差→速度——早期「时序相关/延时抑制」运动前端与低功耗神经形态部署对照（借入≠X）。,帧采样光流（Horn–Schunck/Lucas–Kanade）；无方向抑制的局部相关；纯软件离线事件批处理。,TrueNorth/DS 映射≠lifting 源字 X；同任务旁路，差分不在 AEE% 或芯片 mW。,F2弱相关（事件时序打包）；旁路基线。不抢 Stage B。,原作 AEE≈11%/<80mW≠valid825/same-port%；TrueNorth 专用核≠nts07；仅摘录窗；禁止虚报已读完整§III 映射表。,挂主网无 AEE/服务增益或挤占 Stage B → 保持旁路。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,兴奋–抑制时差作方向门控对照 | 轴突扇出减通信体积作多消费者广播分母旁证 | 与 EV-FlowNet/Spike-FlowNet 成簇读早期→深度线 | 负结果只停「DS 单元替换本地出口」
MAIN-R261,EV-FlowNet,per_paper_fusion_hint,W0233,异步事件→同步图像通道（计数+最新戳）+自监督光度合同——事件光流输入表示与无真值训练底座（借入≠X）。,仅平面拟合/局部 Lucas 事件流；需稠密真值监督；无时间窗归一化的原始戳输入。,事件图/自监督损失≠lifting X；同任务算法旁路。,F2弱相关（时间窗打包）；旁路基线。不抢 Stage B。f_candidates含F2。,MVSEC EPE≠valid825 AEE；仅摘录窗；勿把自监督增益写成 same-port%。,替换无增益或挤占 Stage B → 保持旁路。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,计数+最新戳双通道作输入合同对照 | 时间窗归一化对齐快慢运动 | photometric+smooth 作无真值训练模板 | 与 Spike-FlowNet/E-RAFT/Adaptive-SpikeNet 成簇 | 负结果只停 EV-FlowNet 头替换
MAIN-R229,Spike-FlowNet,per_paper_fusion_hint,W0201,浅层 SNN 编码器累加尖峰 + 深层 ANN 解码——混合事件光流架构与能量/稀疏对照（借入≠X）。,全 ANN EV-FlowNet；全深度 SNN（易 vanishing spike）；无累加器逐帧直通解码。,混合 SNN–ANN≠结构化 T10/lifting X；旁路不进主岛。,F2弱相关；光流算法对照。不抢 Stage B。与 Adaptive-SpikeNet/Best of Both Worlds 成对。f_candidates含F2。,MVSEC AEE≠valid825；混合网≠nts07；仅摘录窗；勿与 MUSHA-OF011 unresolved 卡双计为两套标题。,本地不胜结构化 PSN/ANN 基线或破 AEE → 停该混合布局，保留家族。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,输出累加器作「时间打包后再交 ANN」检查点对照 F2 | vanishing spike→混合深度消融法 | dt=1 vs dt=4 合同表 | 负结果只停该混合深度布局
MAIN-R311,RAFT,per_paper_fusion_hint,W0283,全对相关金字塔 + 权共享循环更新算子——稠密光流迭代精修强底座（借入≠X；E-RAFT/SEA-RAFT/EDCFlow 下游簇）。,单次回归光流头；无全对相关的局部相关；无 GRU 门控的多层卷积更新；权不共享逐迭代。,RAFT 迭代头≠lifting 源字 X；同任务旁路，差分不在 Sintel/KITTI EPE。,F7弱相关（相关体/迭代打包）；旁路基线。不抢 Stage B。与 OS SEA-RAFT 开源卡联读勿双计。,帧光流基准≠事件 valid825；迭代次数–精度勿写成 same-port%；仅摘录窗。,挂主网无增益或迭代费用挤占 Stage B → 保持旁路。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,相关金字塔+lookup 作多尺度分母 | 权共享+门控鼓励收敛→迭代预算杀门 | warm-start 接口留给 E-RAFT | 负结果只停「RAFT 头替换本地」
MAIN-R257,SEW-ResNet,per_paper_fusion_hint,W0229,尖峰元素级残差（SEW）用二元运算实现恒等映射——深层 SNN 残差通路与 shortcut 语义对照（借入≠X）。,ReLU ResNet 直接换 SN 的 Spiking ResNet（难恒等）；无 shortcut；仅膜域连续残差。,SEW/ADD–AND≠lifting 结构化 PSN X；可借残差可训性，勿称 SEW-X。,算法/训练底座旁证；弱挂 F4（残差通路合并纪律）。不抢 Stage B。,ImageNet/CIFAR 准确率≠AEE 合同；仅摘录窗；禁止把 SEW 速度数字写成 same-port%。,同预算不胜普通 Spiking ResNet/窄稠密或破 AEE → 停该 SEW 布局。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,ADD/AND/IAND 恒等条件作 shortcut 合同表 | 与本地残差链 sn1→Conv→sn2 语义对照 | 负结果只停某 g 函数布局，不杀残差家族
ARX-056,IMPULSE,per_paper_fusion_hint,W0240,权与膜同宏融合+片内 SNN 指令集——有限 RF 下「权/膜谁共位」与事件稀疏跳写对照（借入≠X；联读 FlexSpIM）。,权/膜分体存储反复搬运；仅 ANN CIM；无 SpikeCheck/Reset 片内闭环；固定非交错位宽映射。,CIM 宏≠lifting 数字残差链 X；借驻留/稀疏，勿称 CIM-X。,F5旁证（膜生存期/共位）；不进主岛。不抢 Stage B。,65nm 0.99 TOPS/W / 85%稀疏 EDP≠本地 AEE/same-port%；仅方法窗；勿搬能量外推。,无同端口重读/带宽改善或相位不可映射 → 停类比，不杀有限 RF 家族。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,AccW2V 同周期更权膜作共位分母 | SpikeCheck→条件 Reset 跳写未尖峰膜 | 交错奇偶列映射作位宽不对齐模板 | 与 FlexSpIM 驻留选择成对 | 负结果只停 CIM 名替换数字链
ARX-055,Delta Activation Layer,per_paper_fusion_hint,W0507,训练诱导时间差分稀疏（Δ激活）并铸成空间稀疏——时间打包/半步检查点的可训稀疏底座（借入≠X）。,仅空间 ReLU/剪枝稀疏；推理期固定阈值 delta-net（易漂移需周期复位）；无状态的无记忆层。,Delta 层≠lifting 源字 X；差分须落到同端口服务，而非只报激活稀疏×3。,"F2/F4相关（时间检查点、有损差分）；第二队列对照。不抢 Stage B。f_candidates含F2,F4。",UCF101 准确率/稀疏比≠valid825；状态内存+40%须进分母；仅摘录窗。,稀疏升但同端口服务不降，或状态重读吃尽余量 → 停该全层布局，保留部分层轴。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,Δ激活作 lifting 半步「接受/继续」的可训先验对照 F2 | 可学量化级↔稀疏–精度帕累托 | 部分层置状态缓解 RF 压力→F5 旁证 | 负结果只停全层 Delta 布局
MAIN-R228,E-RAFT,per_paper_fusion_hint,W0200,事件体素双体积相关 + 前向扭曲暖启动——事件稠密光流迭代底座与时序状态继承对照（借入≠X）。,单窗事件图直接回归（EV-FlowNet）；无暖启动复制上帧流；仅 MVSEC 自监督基线。,E-RAFT/DSEC≠lifting X；同任务旁路。,F2/F7弱相关（时间体积、暖启动状态）；旁路基线。不抢 Stage B。,DSEC/MVSEC EPE≠valid825；暖启动≠same-port 状态合同；仅摘录窗；勿与 MAIN-R291 FPGA unresolved 双计。,替换无增益或迭代费用挤占 Stage B → 保持旁路。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,双体积相关作时序打包合同 | 前向扭曲暖启动作状态继承模板（对照 shared-Q 消融纪律） | DSEC-Flow 位移分布作难度表 | 与 RAFT/BAT/TMA 成簇 | 负结果只停 E-RAFT 头替换
MAIN-R312,GMFlow,per_paper_fusion_hint,W0284,显式全局匹配（softmax 对应）+ Transformer 特征增强——大位移光流一次匹配强对照（借入≠X）。,RAFT 式局部 lookup 迭代；纯局部窗匹配；无交叉注意力特征。,全局匹配/Transformer≠lifting X；旁路不在 Sintel 排行差分。,"F2/F7弱相关（全局对应、特征传播）。旁路基线。不抢 Stage B。f_candidates含F2,F7。",帧光流 EPE/参数量≠AEE/same-port%；仅摘录窗。,挂主网无增益或注意力费用挤占 Stage B → 保持旁路。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,softmax 全局对应作「一次并集」对照多迭代 lookup | 交叉注意力贡献最大→特征质量分母 | 流传播改善未匹配像素 | 与 RAFT/FlowFormer 成簇 | 负结果只停 GMFlow 头替换
MAIN-R241,hARMS,per_paper_fusion_hint,W0213,多尺度邻域选「孔径」+事件级局部流硬件加速——实时事件光流前端与并行事件服务对照（借入≠X）。,固定小窗 Lucas/平面拟合（孔径失败）；帧累积再算流；无硬件并行的纯软件 ARMS。,hARMS FPGA≠lifting 数字链 X；旁路/前端，勿搬 Mevent/s 当净服务%。,运动前端旁路；弱 F2（事件服务）。不抢 Stage B。,FPGA 吞吐/资源≠valid825/same-port%；摘录方法细部偏背景；禁止虚报已读完整微架构。,前端替换无 AEE/服务增益或挤占 Stage B → 保持旁路。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,多尺度 argmax|Un| 作无监督窗选择合同 | 事件级流水作服务分母旁证 | 与平面拟合 FPGA unresolved 卡成簇勿双计 | 负结果只停 hARMS 前端替换
ARX-066,GROW,per_paper_fusion_hint,W0517,行驻留 + 高复用行缓存 + runahead 重叠缺失——有限 RF/带宽下稀疏–稠密供数与延迟隐藏对照（借入≠X）。,无 HDN 缓存的朴素 SpMM；单输出行串行等缺失；无图划分的全局度缓存。,GCN/GROW≠lifting X；借驻留与 runahead，勿称图加速 X。,F5相关（行驻留/生存期/缓存周转）。第二队列旁证。不抢 Stage B。f_candidates含F5。,GCN 图基准/40nm 面积≠AEE；图预处理摊销假设须明示；仅摘录窗。,无同端口重读改善或映射不上残差链 → 停类比，不杀有限 RF 家族。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,HDN scratchpad 作「谁该驻留」对照 F5 | runahead 多行重叠作背压下继续服务模板 | 图划分改变邻接局部性→打包边界类比 F7 | 负结果只停 GROW 名替换数字链
MAIN-R314,FlowFormer,per_paper_fusion_hint,W0286,把全对代价体压成 cost memory 再用查询迭代取回——相关体压缩/多消费者查询对照（借入≠X）。,RAFT 原始相关金字塔+局部 lookup；无潜变量摘要的朴素 patch token；单次非迭代解码。,FlowFormer/cost memory≠lifting 源字 X；旁路。,F7弱相关（代价体打包/查询）；旁路基线。不抢 Stage B。f_candidates含F7。,Sintel/KITTI EPE≠valid825；仅摘录窗；参数/迭代勿写 same-port%。,挂主网无增益或注意力/记忆费用挤占 Stage B → 保持旁路。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,潜变量摘要压冗余代价→类比源 DAG 公共虚节点 F3 弱旁证 | cost query 共注意力作多像素共享读取 | 与 RAFT/GMFlow/EDCFlow 成簇 | 负结果只停 FlowFormer 头替换
MAIN-R313,CRAFT,per_paper_fusion_hint,W0285,用 Expanded Attention 做帧内语义平滑，再用多 mode Q/K 投影构造交叉帧相关体——相关体构造/注意力打包对照（借入≠X）。,RAFT 朴素点积相关；单头 MHA 无 mode 聚合；无相对位置偏置的全局自注意力。,CRAFT/交叉注意力≠lifting 源字 X；旁路。,F7弱相关（相关体/注意力打包）；旁路基线。不抢 Stage B。f_candidates含F7。,Sintel/KITTI EPE≠valid825；仅摘录窗；大位移鲁棒勿写 same-port%。,挂主网无增益或注意力费用挤占 Stage B → 保持旁路。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,SSTrans mode 聚合作多专家特征合同 | EA 式多投影相关→多消费者匹配旁证 | 与 FlowFormer/GMA/RAFT 成簇 | 负结果只停 CRAFT 头替换
MAIN-R242,SNE,per_paper_fusion_hint,W0214,显式事件驱动卷积：slice 并行 + 突触交叉开关 + 能量比例于活动事件——稀疏事件供数与状态驻留对照（借入≠X）。,稠密帧卷积扫描全图；无 OP 分相的统一 MAC；无 filter buffer 的全局权重重载。,SNE/Kraken-SNE≠lifting X；借事件比例计费与驻留，勿搬 DVS-Gesture mW。,F7相关（事件寻址/权重选择打包）兼 F2/能量比例旁证。第二队列。不抢 Stage B。f_candidates含F7。,IBM-DVSGesture 精度/能效≠valid825/same-port%；线性衰减 LIF≠本地 θg 声明；仅摘录窗。,无同端口活动比例改善或映射不上残差链 → 停类比，不杀事件比例家族。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,RST/UPDATE/FIRE 分相作事件服务合同 | filter buffer 按地址选权重→多消费者权重驻留旁证 | 时空复用广播作同端口对照 | 负结果只停 SNE 名替换数字链
ARX-053,Sparse Compressed SNN Detector Accel,per_paper_fusion_hint,W0505,稀疏压缩权重 + 零激活门控 + gated one-to-all 乘积——活动稀疏下减 DRAM/PE 动态的 SNN 检测加速对照（借入≠X）。,稠密 SNN 全权重扫描；无门控的恒定 PE 翻转；未压缩层权反复外存读取。,该检测加速器≠lifting X；借稀疏门控合同，勿搬 35.88TOPS/W。,F2相关（时间/活动稀疏打包）。第二队列旁证。不抢 Stage B。f_candidates含F2。,28nm 布局能效/mAP≠AEE；摘录偏对比表禁止虚报已读完整数据通路；1024×576@29fps≠服务%。,同资源无服务增益或挤占 Stage B → 停该布局。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,零激活门控作活动比例计费旁证 | 稀疏压缩权作驻留体积合同 | gated one-to-all 与多消费者广播对照 | 负结果只停该检测加速布局
