catalog_id,name,full_title,entity_type,venue,category,source_refs,source_files,source_urls,reading_status_by_source,reading_levels_by_source,attempt_status_by_source,include_stop_reasons,untried_interfaces,evidence_paths,precision_tier,A,B,X_hint,idea_card_paths,code_status,code_urls,code_scope,identity_note
W0400,FlexSpIM,FlexSpIM ISCAS2025 author package / sparse IM related artifacts,open_source,open-source/author-pdf,开源实现/仓库,OS-02,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,,OS-02: 本轮盘点入库；深度=工件/生态定位，非论文全文精读 || open_source_inventory || new_this_round,,OS-02: 开源/工件盘点,补齐开源实现维度,FlexSpIM_ISCAS2025_author,,P1_mid_rel,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0401,LoopTree,LoopTree TCAS-AI 2024 author materials,open_source,open-source/author-pdf,开源实现/仓库,OS-03,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,,OS-03: 本轮盘点入库；深度=工件/生态定位，非论文全文精读 || open_source_inventory || new_this_round,,OS-03: 开源/工件盘点,补齐开源实现维度,LoopTree_TCASAI2024_author,,P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0402,RISCSparse,RISCSparse ICCAD2024 author materials,open_source,open-source/author-pdf,开源实现/仓库,OS-04,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,,OS-04: 本轮盘点入库；深度=工件/生态定位，非论文全文精读 || open_source_inventory || new_this_round,,OS-04: 开源/工件盘点,补齐开源实现维度,RISCSparse_ICCAD2024_author,,P2_low_mid,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0403,ISSCC2025-ConvFormer,ISSCC 2025 23.2 ConvFormer author materials,open_source,ISSCC 2025,开源实现/仓库,OS-05,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,,OS-05: 本轮盘点入库；深度=工件/生态定位，非论文全文精读 || open_source_inventory || new_this_round,,OS-05: 开源/工件盘点,补齐开源实现维度,ISSCC2025_23_2_ConvFormer_author,,P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0404,da4ml,da4ml / CSE compilation stack used as borrowed base (not title X),open_source,open-source/tooling,开源实现/仓库,OS-06,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,,OS-06: 本轮盘点入库；深度=工件/生态定位，非论文全文精读 || open_source_inventory || new_this_round,,OS-06: 开源/工件盘点,补齐开源实现维度,local borrow base,,P3_peripheral,,,,,author_code_reported,https://github.com/calad0i/da4ml,官方 CMVM/CSE/硬件生成；本地已安装并调用，非本地完整执行核,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0405,OpenROAD,OpenROAD open-source ASIC PnR flow (local scoreboard use),open_source,open-source/EDA || open-source,开源实现/仓库,OS-07 || OS2-019,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://github.com/The-OpenROAD-Project/OpenROAD,OS-07: 本轮盘点入库；深度=工件/生态定位，非论文全文精读 || open_source_inventory || new_this_round || OS2-019: 本轮开源仓盘点（README/生态定位），非论文全文精读 || open_source_inventory || new_this_round,,OS-07: 开源/工件盘点 || OS2-019: 开源盘点；可复现加速器/SNN/光流/稀疏执行相关,补齐开源实现维度 || 补开源实现维度至可复现工具链,from research notes,,P2_low_mid || P1_mid_rel,,,,,repository_link_owner_unverified,https://github.com/the-openroad-project/openroad,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0406,snntorch,snnTorch: a Python package for gradient-based SNN training,open_source,open-source,开源实现/仓库,OS-08 || OS2-007,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://github.com/jeshraghian/snntorch,OS-08: 本轮盘点入库；深度=工件/生态定位，非论文全文精读 || open_source_inventory || new_this_round || OS2-007: 本轮开源仓盘点（README/生态定位），非论文全文精读 || open_source_inventory || new_this_round,,OS-08: 开源/工件盘点 || OS2-007: 开源盘点；可复现加速器/SNN/光流/稀疏执行相关,补齐开源实现维度 || 补开源实现维度至可复现工具链,ecosystem,,P1_mid_rel,,,,,repository_link_owner_unverified,https://github.com/jeshraghian/snntorch,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0407,spikingjelly,SpikingJelly: an open-source deep learning framework for SNNs,open_source,open-source,开源实现/仓库,OS-09 || OS2-006,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://github.com/fangwei123456/spikingjelly,OS-09: 本轮盘点入库；深度=工件/生态定位，非论文全文精读 || open_source_inventory || new_this_round || OS2-006: 本轮开源仓盘点（README/生态定位），非论文全文精读 || open_source_inventory || new_this_round,,OS-09: 开源/工件盘点 || OS2-006: 开源盘点；可复现加速器/SNN/光流/稀疏执行相关,补齐开源实现维度 || 补开源实现维度至可复现工具链,ecosystem,,P1_mid_rel,,,,,repository_link_owner_unverified,https://github.com/fangwei123456/spikingjelly,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0408,lava-nc,Intel Lava neuromorphic computing framework,open_source,open-source,开源实现/仓库,OS-10 || OS2-008,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://github.com/lava-nc/lava,OS-10: 本轮盘点入库；深度=工件/生态定位，非论文全文精读 || open_source_inventory || new_this_round || OS2-008: 本轮开源仓盘点（README/生态定位），非论文全文精读 || open_source_inventory || new_this_round,,OS-10: 开源/工件盘点 || OS2-008: 开源盘点；可复现加速器/SNN/光流/稀疏执行相关,补齐开源实现维度 || 补开源实现维度至可复现工具链,ecosystem,,P3_peripheral || P1_mid_rel,,,,,repository_link_owner_unverified,https://github.com/lava-nc/lava,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0409,norse,Norse: PyTorch library for deep learning with SNNs,open_source,open-source,开源实现/仓库,OS-11 || OS2-009,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://github.com/norse/norse,OS-11: 本轮盘点入库；深度=工件/生态定位，非论文全文精读 || open_source_inventory || new_this_round || OS2-009: 本轮开源仓盘点（README/生态定位），非论文全文精读 || open_source_inventory || new_this_round,,OS-11: 开源/工件盘点 || OS2-009: 开源盘点；可复现加速器/SNN/光流/稀疏执行相关,补齐开源实现维度 || 补开源实现维度至可复现工具链,ecosystem,,P1_mid_rel,,,,,repository_link_owner_unverified,https://github.com/norse/norse,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0410,brainchip-akida-docs,"Akida / edge neuromorphic SDK references (platform, not paper X)",open_source,open-source/platform,开源实现/仓库,OS-12,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,,OS-12: 本轮盘点入库；深度=工件/生态定位，非论文全文精读 || open_source_inventory || new_this_round,,OS-12: 开源/工件盘点,补齐开源实现维度,platform ref,,P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0411,timm-optical-flow-baselines,Common optical-flow / RAFT-family open implementations used as task priors,open_source,open-source,开源实现/仓库,OS-13,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://github.com/princeton-vl/RAFT,OS-13: 本轮盘点入库；深度=工件/生态定位，非论文全文精读 || open_source_inventory || new_this_round,,OS-13: 开源/工件盘点,补齐开源实现维度,RAFT family,,P2_low_mid,,,,,repository_link_owner_unverified,https://github.com/princeton-vl/raft,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0412,spike-flow-net,Spike-FlowNet and related event optical flow open repos (family),open_source,open-source,开源实现/仓库,OS-14,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,,OS-14: 本轮盘点入库；深度=工件/生态定位，非论文全文精读 || open_source_inventory || new_this_round,,OS-14: 开源/工件盘点,补齐开源实现维度,event OF family,,P0_high_rel,开源生态盘点,无该开源能力时的默认路径,开源≠标题X,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_cards/os_spike_flow_net.md,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0413,MemFlow,MemFlow: Optical Flow Estimation and Prediction with Memory,open_source,CVPR 2024 / open-source,开源实现/仓库,OS2-001,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://github.com/DQiaole/MemFlow,OS2-001: 本轮开源仓盘点（README/生态定位），非论文全文精读 || open_source_inventory || new_this_round,,OS2-001: 开源盘点；可复现加速器/SNN/光流/稀疏执行相关,补开源实现维度至可复现工具链,,,P0_high_rel,开源生态盘点,无该开源能力时的默认路径,开源≠标题X,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_cards/os_MemFlow.md,repository_link_owner_unverified,https://github.com/dqiaole/memflow,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0414,SEA-RAFT,"SEA-RAFT: Simple, Efficient, Accurate RAFT for Optical Flow",open_source,open-source,开源实现/仓库,OS2-002,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://github.com/princeton-vl/SEA-RAFT,OS2-002: 本轮开源仓盘点（README/生态定位），非论文全文精读 || open_source_inventory || new_this_round,,OS2-002: 开源盘点；可复现加速器/SNN/光流/稀疏执行相关,补开源实现维度至可复现工具链,,,P0_high_rel,光流迭代精炼强底座,无该开源能力时的默认路径,开源≠标题X,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_cards/os_SEA_RAFT.md,repository_link_owner_unverified,https://github.com/princeton-vl/sea-raft,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0415,Taming-Event-Cameras,Taming Contrast Maximization for Learning Sequential Event-based Optical Flow Estimation,open_source,ICCV / open-source,开源实现/仓库,OS2-003,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://github.com/tub-rip/event_flow,OS2-003: 本轮开源仓盘点（README/生态定位），非论文全文精读 || open_source_inventory || new_this_round,,OS2-003: 开源盘点；可复现加速器/SNN/光流/稀疏执行相关,补开源实现维度至可复现工具链,,,P0_high_rel,开源生态盘点,无该开源能力时的默认路径,开源≠标题X,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_cards/os_Taming_Event_Cameras.md,repository_link_owner_unverified,https://github.com/tub-rip/event_flow,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0416,v2e,v2e: From Video Frames to Realistic DVS Events,open_source,open-source,开源实现/仓库,OS2-004,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://github.com/SensorsINI/v2e,OS2-004: 本轮开源仓盘点（README/生态定位），非论文全文精读 || open_source_inventory || new_this_round,,OS2-004: 开源盘点；可复现加速器/SNN/光流/稀疏执行相关,补开源实现维度至可复现工具链,,,P0_high_rel,开源生态盘点,无该开源能力时的默认路径,开源≠标题X,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_cards/os_v2e.md,repository_link_owner_unverified,https://github.com/sensorsini/v2e,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0417,rpg_e2vid,Events-to-Video: Bringing Modern Computer Vision to Event Cameras,open_source,open-source,开源实现/仓库,OS2-005,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://github.com/uzh-rpg/rpg_e2vid,OS2-005: 本轮开源仓盘点（README/生态定位），非论文全文精读 || open_source_inventory || new_this_round,,OS2-005: 开源盘点；可复现加速器/SNN/光流/稀疏执行相关,补开源实现维度至可复现工具链,,,P0_high_rel,开源生态盘点,无该开源能力时的默认路径,开源≠标题X,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_cards/os_rpg_e2vid.md,repository_link_owner_unverified,https://github.com/uzh-rpg/rpg_e2vid,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0418,bindsnet,BindsNET,open_source,open-source,开源实现/仓库,OS2-010,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://github.com/BindsNET/bindsnet,OS2-010: 本轮开源仓盘点（README/生态定位），非论文全文精读 || open_source_inventory || new_this_round,,OS2-010: 开源盘点；可复现加速器/SNN/光流/稀疏执行相关,补开源实现维度至可复现工具链,,,P1_mid_rel,,,,,repository_link_owner_unverified,https://github.com/bindsnet/bindsnet,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0419,sinabs,Sinabs / SynSense SNN toolkit,open_source,open-source,开源实现/仓库,OS2-011,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://github.com/synsense/sinabs,OS2-011: 本轮开源仓盘点（README/生态定位），非论文全文精读 || open_source_inventory || new_this_round,,OS2-011: 开源盘点；可复现加速器/SNN/光流/稀疏执行相关,补开源实现维度至可复现工具链,,,P1_mid_rel,,,,,repository_link_owner_unverified,https://github.com/synsense/sinabs,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0420,nir,Neuromorphic Intermediate Representation,open_source,open-source,开源实现/仓库,OS2-012,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://github.com/neuromorphs/NIR,OS2-012: 本轮开源仓盘点（README/生态定位），非论文全文精读 || open_source_inventory || new_this_round,,OS2-012: 开源盘点；可复现加速器/SNN/光流/稀疏执行相关,补开源实现维度至可复现工具链,,,P1_mid_rel,,,,,repository_link_owner_unverified,https://github.com/neuromorphs/nir,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0421,sparseml,SparseML / Neural Magic sparse training toolkit,open_source,open-source,开源实现/仓库,OS2-013,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://github.com/neuralmagic/sparseml,OS2-013: 本轮开源仓盘点（README/生态定位），非论文全文精读 || open_source_inventory || new_this_round,,OS2-013: 开源盘点；可复现加速器/SNN/光流/稀疏执行相关,补开源实现维度至可复现工具链,,,P0_high_rel,稀疏训练/推理工具链,无该开源能力时的默认路径,开源≠标题X,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_cards/os_sparseml.md,repository_link_owner_unverified,https://github.com/neuralmagic/sparseml,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0422,sparsity,PyTorch sparsity / ao sparsity tooling family,open_source,open-source,开源实现/仓库,OS2-014,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://github.com/pytorch/ao,OS2-014: 本轮开源仓盘点（README/生态定位），非论文全文精读 || open_source_inventory || new_this_round,,OS2-014: 开源盘点；可复现加速器/SNN/光流/稀疏执行相关,补开源实现维度至可复现工具链,,,P0_high_rel,开源生态盘点,无该开源能力时的默认路径,开源≠标题X,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_cards/os_sparsity.md,repository_link_owner_unverified,https://github.com/pytorch/ao,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
