id,category,name,full_title,venue,venue_verification,entity_type,depth,role,status,reason,what_untried,source_url,evidence_file
R078,稀疏架构与C1/C2,FACT,FACT: FFN-Attention Co-optimized Transformer Architecture with Eager Correlation Prediction,Proceedings of the 50th Annual International Symposium on Computer Architecture 2023,本轮Crossref出版社元数据核验；全文阅读状态单独记录,paper,旧AI文献表/链接；未找到全文逐节阅读记录,QKV前相关预测、混合精度FFN/乱序,保留未试线索,挂在投影前比省小attention叶更有价值；但旧motion/confidence输入没有真实生产链且no_running BN原本跨域。；条件变化：固定BN已缓解旧全域阻塞，但Motion-XOR投影省算不能直接继承ANN分类结果。,完整eager predictor、精度/调度/对角存储；新固定BN条件下重新验预测供数代价。,https://doi.org/10.1145/3579371.3589057,/home/zhumd/work/ideafromai/research/07_transformer_attention_accelerators.md
R079,稀疏架构与C1/C2,Energon,Energon: Towards Efficient Acceleration of Transformers Using Dynamic Sparse Attention,IEEE TCAD（旧表称2022，刊期待核） 2022,本地表称该会议/年份；本轮未一手复核,paper,旧AI文献表/链接；未找到全文逐节阅读记录,多轮混合精度QK过滤,保留未试线索,PRRC金字塔与多轮过滤只能做概念类比；并没有实际H67精度/费用结果。,完整FilteringUnit/AttentionUnit和多轮LSB请求，二值QK是否仍有预算。,https://arxiv.org/abs/2110.09310,/home/zhumd/work/ideafromai/research/07_transformer_attention_accelerators.md
R080,稀疏架构与C1/C2,AccelTran / DynaTran,AccelTran: A Sparsity-Aware Accelerator for Dynamic Inference with Transformers,arXiv（后续期刊待核） 2023,本地表称该会议/年份；本轮未一手复核,paper,旧AI文献表/链接；未找到全文逐节阅读记录,动态激活剪枝与tiling,保留未试线索,DynaTran是AccelTran的方法而非已核另一篇；旧HBG挂点基于错误任意INT8 ATLIF。,完整阈值选择/恢复/各层供数和模型精度，而非简单load_active门控。,https://arxiv.org/abs/2302.14705,/home/zhumd/work/ideafromai/research/07_transformer_attention_accelerators.md
R081,稀疏架构与C1/C2,HeatViT,HeatViT: Hardware-Efficient Adaptive Token Pruning for Vision Transformers,HPCA 2023,本地表称该会议/年份；本轮未一手复核,paper,旧AI文献表/链接；未找到全文逐节阅读记录,学习token selector与压缩/合并,保留未试线索,密集光流不能像分类直接丢位置输出；需实际恢复/传播路径。现有OP-STW叶未实现完整selector。,完整选择器训练、consolidation、恢复和INT8/nonlinear执行。,https://arxiv.org/abs/2211.08110；https://doi.org/10.1109/HPCA56546.2023.10071047,/home/zhumd/work/ideafromai/research/01_ann_sparsity_mechanisms.md；/home/zhumd/work/ideafromai/research/07_transformer_attention_accelerators.md
R082,稀疏架构与C1/C2,ViTCoD,ViTCoD: Vision Transformer Acceleration via Dedicated Algorithm and Accelerator Co-Design,HPCA 2023,本地表称该会议/年份；本轮未一手复核,paper,旧AI文献表/链接；未找到全文逐节阅读记录,prune/polarize、双稀疏密集engine与autoencoder,保留未试线索,motioncoherence替换依据未训练；双engine/编码器不能免费。,完整算法/autoencoder、格式与两engine资源，事件密集输出端到端验证。,https://doi.org/10.1109/HPCA56546.2023.10071027；https://github.com/GATECH-EIC/ViTCoD,/home/zhumd/work/ideafromai/research/07_transformer_attention_accelerators.md
R083,稀疏架构与C1/C2,Auto-ViT-Acc,Auto-ViT-Acc: An FPGA-Aware Automatic Acceleration Framework for Vision Transformer with Mixed-Scheme Quantization,2022 32nd International Conference on Field-Programmable Logic and Applications (FPL) 2022,本轮Crossref出版社元数据核验；全文阅读状态单独记录,paper,旧AI文献表/链接；未找到全文逐节阅读记录,固定点/二幂混合量化,保留未试线索,普通混合量化不是独立创新；FPGA映射/PPA不能移作CMOS指标。,完整自动搜索与真实模型AEE/编译费用；当前独立INT8/Q14实验不等价原框架。,https://doi.org/10.1109/FPL57034.2022.00027,/home/zhumd/work/ideafromai/research/07_transformer_attention_accelerators.md
R084,稀疏架构与C1/C2,FlashAttention,FlashAttention: Fast and Memory-Efficient Exact Attention with IO-Awareness,NeurIPS 2022,本地表称该会议/年份；本轮未一手复核,paper,旧AI文献表/链接；未找到全文逐节阅读记录,IO-aware分块与online softmax,保留未试线索,H67 gated-K/Shiftmax身份不同；不物化N²是强普通控制，不是独有新意。,同H67完整数据流/片上容量映射，不能把GPUkernel吞吐继承到28nm。,https://arxiv.org/abs/2205.14135,/home/zhumd/work/ideafromai/research/07_transformer_attention_accelerators.md
R085,稀疏架构与C1/C2,FlashAttention-2,FlashAttention-2: Faster Attention with Better Parallelism and Work Partitioning,ICLR 2024,根代理本轮核官方会议论文集；2023是FA2预印本年，不作会议年,paper,旧AI文献表/链接；未找到全文逐节阅读记录,工作划分/并行,保留未试线索,仅列为FA改进，不能把GPUwarp划分当已迁CMOS。,原完整kernel与真实H67算术差异；普通分块并行作控制。,https://arxiv.org/abs/2307.08691；https://proceedings.iclr.cc/paper_files/paper/2024/hash/98ed250b203d1ac6b24bbcf263e3d4a7-Abstract-Conference.html,/home/zhumd/work/ideafromai/research/07_transformer_attention_accelerators.md
R086,稀疏架构与C1/C2,FlashAttention-3,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,NeurIPS 2024,根代理本轮核官方会议论文集；2023是FA2预印本年，不作会议年,paper,旧AI文献表/链接；未找到全文逐节阅读记录,异步流水/TMA/低精度,保留未试线索,Hopper专用能力不是普通SRAM端口；没有本地方法迁移。,完整异步依赖/资源、缩位误差，不能免费overlap。,https://arxiv.org/abs/2407.08608；https://proceedings.neurips.cc/paper_files/paper/2024/hash/7ede97c3e082c6df10a8d6103a2eebd2-Abstract-Conference.html,/home/zhumd/work/ideafromai/research/07_transformer_attention_accelerators.md
R087,稀疏架构与C1/C2,H-FA,H-FA: A Hybrid Floating-Point and Logarithmic Approach to Hardware Accelerated FlashAttention,arXiv 2025,本地表称该会议/年份；本轮未一手复核,paper,旧AI文献表/链接；未找到全文逐节阅读记录,混合float/log FlashAttention数据流,保留未试线索,原BF16/log score路径与本地二值QK/Q7不同；旧HBG线性任意载荷理由不成立。,完整数据流、近似误差与实际score/gate精度；不继承原28nm面积数。,https://arxiv.org/abs/2511.00295,/home/zhumd/work/ideafromai/research/07_transformer_attention_accelerators.md
R088,稀疏架构与C1/C2,FABNet,Adaptable Butterfly Accelerator for Attention-based NNs via Hardware and Algorithm Co-design,MICRO 2022,本地表称该会议/年份；本轮未一手复核,paper,旧AI文献表/链接；未找到全文逐节阅读记录,attention/FFN蝶形结构与可重配engine,保留未试线索,允许改网络后仍是可尝试的结构训练；此前仅假设coarse替换，未测失败。；条件变化：当前允许结构训练；旧冻结不改attention条件不再永久适用。,完整attention+FFN训练/蝶形硬件，而非单纯给旧FC1加蝶形名。,https://arxiv.org/abs/2209.09570,/home/zhumd/work/ideafromai/research/07_transformer_attention_accelerators.md
R089,稀疏架构与C1/C2,PagedAttention,Efficient Memory Management for Large Language Model Serving with PagedAttention,SOSP 2023,本地表称该会议/年份；本轮未一手复核,paper,旧AI文献表/链接；未找到全文逐节阅读记录,非连续KV页面管理,当前适配弱；保留目录不推进,固定短T事件光流无多请求自回归KV增长；目前只有弱缓存类比，不是主挂点。,若出现多流/可变长度任务再考虑完整分页/共享机制；当前未试并有明确适用条件差。,https://arxiv.org/abs/2309.06180；https://doi.org/10.1145/3600006.3613165,/home/zhumd/work/ideafromai/research/07_transformer_attention_accelerators.md
R090,稀疏架构与C1/C2,FlightVGM,FlightVGM: Efficient Video Generation Model Inference with Online Sparsification and Hybrid Precision on FPGAs,Proceedings of the 2025 ACM/SIGDA International Symposium on Field Programmable Gate Arrays 2025,本轮Crossref出版社元数据核验；全文阅读状态单独记录,paper,旧AI文献表/链接；未找到全文逐节阅读记录,在线时空稀疏、混合精度/调度,保留未试线索,视频生成latent相关≠事件光流真实producer；旧ReMem/OP-STW没有闭环证明。,完整online sparsifier、格式/调度与误差；实际warp/因果可得性另由光流线核。,https://doi.org/10.1145/3706628.3708864,/home/zhumd/work/ideafromai/research/07_transformer_attention_accelerators.md
R091,稀疏架构与C1/C2,PARO / PAROAttention,PAROAttention: Pattern-Aware ReOrdering for Efficient Sparse and Quantized Attention in Visual Generation Models,arXiv 2025,本地表称该会议/年份；本轮未一手复核,paper,旧AI文献表/链接；未找到全文逐节阅读记录,3Dattention模式重排/量化,保留未试线索,原表曾无正式出处，后续给arXiv；trajectory重新命名并不自动构成新数据流。,完整重排/元数据/稀疏量化与H67时间窗、运动索引成本。,https://arxiv.org/abs/2506.16054,/home/zhumd/work/ideafromai/research/07_transformer_attention_accelerators.md
R092,稀疏架构与C1/C2,Kaleido,Kaleido: Algorithm-Hardware Co-Design for Video Diffusion Transformers by Exploiting Latent Space Correlations,arXiv 2026,本地表称该会议/年份；本轮未一手复核,paper,旧AI文献表/链接；未找到全文逐节阅读记录,latent时空部分结果复用,保留未试线索,旧表年份不清，后续链接2607.13770；未取得本地完整方法验证。,全文复用判定/缓存/误差与本网络因果时序，不能把光流warp输入外喂当已完成。,https://arxiv.org/abs/2607.13770,/home/zhumd/work/ideafromai/research/07_transformer_attention_accelerators.md
R093,稀疏架构与C1/C2,SOFA,SOFA: A Compute-Memory Optimized Sparsity Accelerator via Cross-Stage Coordinated Tiling,arXiv（正式会议待核） 2024,本地表称该会议/年份；本轮未一手复核,paper,旧AI文献表/链接；未找到全文逐节阅读记录,跨阶段协调tiling,保留未试线索,属于应给强基线的完整跨阶段供数，旧表未做实现；不是因近已有机制而停止。,全文跨阶段依赖/压缩/布局与H67 PSN/BN消费边界。,https://arxiv.org/abs/2407.10416,/home/zhumd/work/ideafromai/research/01_ann_sparsity_mechanisms.md
R094,稀疏架构与C1/C2,FLAT,FLAT: An Optimized Dataflow for Mitigating Attention Bottlenecks,"Proceedings of the 28th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 2 2023",本轮Crossref出版社元数据核验；全文阅读状态单独记录,paper,旧AI文献表/链接；未找到全文逐节阅读记录,attention融合/阻塞缓解,保留未试线索,只作attention数据流先验；需要真实叶份额，不能从旧0.6%直接推出新系统收益。,完整loop/dataflow与片上容量、H67 gated-K替代softmax的等价适配。,https://arxiv.org/abs/2107.06419；https://doi.org/10.1145/3575693.3575747,/home/zhumd/work/ideafromai/research/01_ann_sparsity_mechanisms.md
R095,稀疏架构与C1/C2,FuseMax,FuseMax: Leveraging Extended Einsums to Optimize Attention Accelerator Design,2024 57th IEEE/ACM International Symposium on Microarchitecture (MICRO) 2024,本轮Crossref出版社元数据核验；全文阅读状态单独记录,paper,旧AI文献表/链接；未找到全文逐节阅读记录,扩展Einsum与融合attention设计,保留未试线索,未完整迁入；普通融合/代数重排必须给足，不能当新机制。,完整映射/DSE及真实score/gate算术，将中间状态和带宽全部计费。,https://arxiv.org/abs/2406.10491；https://doi.org/10.1109/MICRO61859.2024.00107,/home/zhumd/work/ideafromai/research/01_ann_sparsity_mechanisms.md
R096,稀疏架构与C1/C2,3DFlow / 3DFlashAttention,完整题名待核,DATE2026（旧表称；待核） 2026,本地表称该会议/年份；本轮未一手复核,paper,旧AI文献表/链接；未找到全文逐节阅读记录,3Dattention融合线索,保留未试线索,仅AI列举，题名别名/正式身份尚需核。,全文结构与H67窗口差异，不能继承视频生成的量化/性能数字。,https://arxiv.org/abs/2602.11016,/home/zhumd/work/ideafromai/research/01_ann_sparsity_mechanisms.md
R097,稀疏架构与C1/C2,Pre-gated MoE,完整题名待核,ISCA 2024,本地表称该会议/年份；本轮未一手复核,paper,旧AI文献表/链接；未找到全文逐节阅读记录,提前预测专家请求,保留未试线索,本网络没有现成MoE路由；可借提前请求控制，但不能替代完整廉价producer。,全文路由预测/准确率/预取取消；若改网络为条件专家需独立训练。,https://www.microsoft.com/en-us/research/wp-content/uploads/2024/05/isca24_pregated_moe_camera_ready.pdf,/home/zhumd/work/ideafromai/research/01_ann_sparsity_mechanisms.md
R098,稀疏架构与C1/C2,UbiMoE,UbiMoE: A Ubiquitous Mixture-of-Experts Vision Transformer Accelerator With Hybrid Computation Pattern on FPGA,2025 IEEE International Symposium on Circuits and Systems (ISCAS) 2025,本轮Crossref出版社元数据核验；全文阅读状态单独记录,paper,旧AI文献表/链接；未找到全文逐节阅读记录,混合计算模式的MoE FPGA,保留未试线索,没有本地MoE网络；旧表仅建议密稀路径类比。,完整路由/专家缓存/混合pattern与资源；需真实训练模型而非外喂gate。,https://arxiv.org/abs/2502.05602；https://doi.org/10.1109/ISCAS56072.2025.11043956,/home/zhumd/work/ideafromai/research/01_ann_sparsity_mechanisms.md
R099,稀疏架构与C1/C2,Edge-MoE,Edge-MoE: Memory-Efficient Multi-Task Vision Transformer Architecture with Task-Level Sparsity via Mixture-of-Experts,2023 IEEE/ACM International Conference on Computer Aided Design (ICCAD) 2023,本轮Crossref出版社元数据核验；全文阅读状态单独记录,paper,旧AI文献表/链接；未找到全文逐节阅读记录,任务级稀疏/专家缓存,保留未试线索,单光流任务不是多任务MoE；适配尚未提出可核网络结构。,完整task routing/缓存和任务规模强对照；当前不作为主机制。,https://doi.org/10.1109/ICCAD57390.2023.10323651,/home/zhumd/work/ideafromai/research/01_ann_sparsity_mechanisms.md
