uid,name,full_title,venue,entity_type,category,depth_bucket,read_flag,inventory_origin,status,source_url
MAIN-R277,Blachut/Kryjak HD event frames,完整题名待核；Blachut/Kryjak HD event frames,SPA 2023,paper,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,纳入相关工作；未完整迁移,[]
MAIN-R278,Aerospace neuromorphic optical-flow FPGA,完整题名待核；Aerospace neuromorphic optical-flow FPGA,IEEE Aerospace Conference 2026,paper,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,纳入相关工作；未完整迁移,['https://doi.org/10.1109/AERO66936.2026.11519863']
MAIN-R279,Cha DVS/CIS NPU trigger,完整题名待核；Cha DVS/CIS NPU trigger,ISCAS 2025,paper,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,纳入相关工作；未完整迁移,['https://doi.org/10.1109/ISCAS56072.2025.11043213']
MAIN-R280,SPARTA,完整题名待核；SPARTA,ICCAD 2025,paper,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,纳入相关工作；未完整迁移,['https://doi.org/10.1109/ICCAD66269.2025.11240724']
MAIN-R281,NullHop,完整题名待核；NullHop,IEEE TNNLS 2019,paper,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,纳入相关工作；未完整迁移,[]
MAIN-R282,DVS + NullHop demonstration,完整题名待核；DVS + NullHop demonstration,ICONS 2021,paper,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,纳入相关工作；未完整迁移,[]
MAIN-R283,Lele fused frame-event optical flow,完整题名待核；Lele fused frame-event optical flow,ISCAS 2022,paper,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,纳入相关工作；未完整迁移,[]
MAIN-R284,Neuro-CIM,Neuro-CIM: A 310.4 TOPS/W Neuromorphic Computing-in-Memory Processor with Low WL/BL activity and Digital-Analog Mixed-mode Neuron Firing,2022 IEEE Symposium on VLSI Technology and Circuits (VLSI Technology and Circuits) 2022,paper,SNN、神经元与事件光流,method_or_partial,already_inventoried,literature_audit_20260909,纳入；不冒用原作 PPA,['https://doi.org/10.1109/VLSITechnologyandCir46769.2022.9830276']
MAIN-R285,Spike-CIM,Spike-CIM: A 290TOPS/W Spike-Encoding Sparsity-Adaptive Computing-in-Memory Macro with Differential Charge-Domain Integrate-and-Fire,2022 IEEE Asian Solid-State Circuits Conference (A-SSCC) 2022,paper,SNN、神经元与事件光流,method_or_partial,already_inventoried,literature_audit_20260909,纳入；不冒用原作 PPA,['https://doi.org/10.1109/A-SSCC56115.2022.9980797']
MAIN-R286,TFSRAM,TFSRAM: A 249.8TOPS/W Timing-to-First-Spike Compute-in-Memory Neuromorphic Processing Engine With Twin-Column SRAM Synapses,IEEE Transactions on Circuits and Systems for Artificial Intelligence 2024,paper,SNN、神经元与事件光流,method_or_partial,already_inventoried,literature_audit_20260909,纳入；不冒用原作 PPA,['https://doi.org/10.1109/TCASAI.2024.3452649']
MAIN-R287,Park time-domain SNN processor,A 701.7 TOPS/W Compute-in-Memory Processor With Time-Domain Computing for Spiking Neural Network,IEEE Transactions on Circuits and Systems I: Regular Papers 2025,paper,SNN、神经元与事件光流,method_or_partial,already_inventoried,literature_audit_20260909,纳入；不冒用原作 PPA,['https://doi.org/10.1109/TCSI.2024.3480350']
MAIN-R288,Yan RRAM spiking engine,RRAM-based Spiking Nonvolatile Computing-In-Memory Processing Engine with Precision-Configurable In Situ Nonlinear Activation,2019 Symposium on VLSI Technology 2019,paper,SNN、神经元与事件光流,method_or_partial,already_inventoried,literature_audit_20260909,纳入；不冒用原作 PPA,['https://doi.org/10.23919/VLSIT.2019.8776485']
MAIN-R289,Lele frame-event tracking SoC,A Heterogeneous RRAM In-Memory and SRAM Near-Memory SoC for Fused Frame and Event-Based Target Identification and Tracking,IEEE Journal of Solid-State Circuits 2024,paper,SNN、神经元与事件光流,method_or_partial,already_inventoried,literature_audit_20260909,纳入；不冒用原作 PPA,['https://doi.org/10.1109/JSSC.2023.3297411']
MAIN-R290,ASNA-Flow,ASNA-Flow: An Efficient Asynchronous Neuromorphic Accelerator for Real-Time Event-Based Optical Flow,IEEE Transactions on Very Large Scale Integration (VLSI) Systems 2025,paper,SNN、神经元与事件光流,method_or_partial,already_inventoried,literature_audit_20260909,纳入；不冒用原作 PPA,['https://doi.org/10.1109/TVLSI.2025.3600953']
MAIN-R291,ERAFT FPGA,An FPGA-based Real-Time Optical Flow Accelerator for Recurrent All-Pairs Field Transforms,2025 IEEE International Symposium on Circuits and Systems (ISCAS) 2025,paper,SNN、神经元与事件光流,method_or_partial,already_inventoried,literature_audit_20260909,纳入；不冒用原作 PPA,['https://doi.org/10.1109/ISCAS56072.2025.11043529']
MAIN-R292,FlowAcc,FlowAcc: Real-Time High-Accuracy DNN-based Optical Flow Accelerator in FPGA,"2022 Design, Automation & Test in Europe Conference & Exhibition (DATE) 2022",paper,SNN、神经元与事件光流,method_or_partial,already_inventoried,literature_audit_20260909,纳入；不冒用原作 PPA,['https://doi.org/10.23919/DATE54114.2022.9774506']
MAIN-R293,Liu optical-flow FPGA TCAS-I 2025,An Ultra-High Performance and Scalable Optical Flow Hardware Accelerator Based on FPGA for Autonomous Driving,IEEE Transactions on Circuits and Systems I: Regular Papers 2025,paper,SNN、神经元与事件光流,method_or_partial,already_inventoried,literature_audit_20260909,纳入；不冒用原作 PPA,['https://doi.org/10.1109/TCSI.2025.3572918']
MAIN-R294,Optical flow tracking FPGA,A Real-Time and Efficient Optical Flow Tracking Accelerator on FPGA Platform,IEEE Transactions on Circuits and Systems I: Regular Papers 2023,paper,SNN、神经元与事件光流,method_or_partial,already_inventoried,literature_audit_20260909,纳入；不冒用原作 PPA,['https://doi.org/10.1109/TCSI.2023.3298969']
MAIN-R295,FPGA plane-fitting event optical flow,Event-based Plane-fitting Optical Flow for Dynamic Vision Sensors in FPGA,2018 IEEE International Symposium on Circuits and Systems (ISCAS) 2018,paper,SNN、神经元与事件光流,method_or_partial,already_inventoried,literature_audit_20260909,纳入；不冒用原作 PPA,['https://doi.org/10.1109/ISCAS.2018.8351588']
MAIN-R296,Flexible event encoding,Accelerating event-based deep neural networks via flexible data encoding,IEICE Electronics Express 2023,paper,SNN、神经元与事件光流,method_or_partial,already_inventoried,literature_audit_20260909,纳入；不冒用原作 PPA,['https://doi.org/10.1587/elex.20.20230379']
MAIN-R297,Neuro-CIM JSSC extension,Neuro-CIM: ADC-Less Neuromorphic Computing-in-Memory Processor With Operation Gating/Stopping and Digital–Analog Networks,IEEE JSSC 2023,paper,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,仅引文核对；未迁移,[]
MAIN-R298,Clock-free multilevel-event SNN,An 82-nW 0.53-pJ/SOP Clock-Free Spiking Neural Network With 40-µs Latency for AIoT Wake-Up Functions Using a Multilevel-Event-Driven Bionic Architecture and Computing-in-Memory Technique,IEEE TCAS-I 2023,paper,SNN、神经元与事件光流,method_or_partial,already_inventoried,literature_audit_20260909,仅提及/参考文献核对,[]
MAIN-R299,PAFT,Pattern-aware Fine-tuning,内部机制/组件别名,component_alias,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,单列，不计会议论文,['https://arxiv.org/html/2505.10909']
MAIN-R300,Motion-XOR / MX3P,H67 Motion-XOR 与三 popcount 映射,内部机制/组件别名,internal_mechanism,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,单列，不计会议论文,[]
MAIN-R301,OP-STW,OF-Predictive Spike Tile Wake,内部机制/组件别名,internal_mechanism,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,单列，不计会议论文,['https://doi.org/10.1109/TCSI.2025.3572918']
MAIN-R302,HBG-RP,Hybrid Binary-Gate + Real-Payload Datapath,内部机制/组件别名,internal_mechanism,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,单列，不计会议论文,[]
MAIN-R303,VGTS,Value-Gated Temporal Skip,内部机制/组件别名,internal_mechanism,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,单列，不计会议论文,['https://arxiv.org/abs/2309.16158']
MAIN-R304,ReMem-Tok,Residual Membrane Caching Across Transformer Tokens,内部机制/组件别名,internal_mechanism,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,单列，不计会议论文,[]
MAIN-R305,ADP-MAC,ATLIF Dual-Bit Particle MAC,内部机制/组件别名,internal_mechanism,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,单列，不计会议论文,"['https://arxiv.org/abs/2409.05227', 'https://arxiv.org/pdf/2507.09780']"
MAIN-R306,TDE3-Prior / TMA-Agg / BiSAT,Grok Card G 相关内部迁移名,内部机制/组件别名,internal_mechanism,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,单列，不计会议论文,[]
MAIN-R307,CFP / SCI / BUI,Grok Card H 相关内部迁移名,内部机制/组件别名,internal_mechanism,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,单列，不计会议论文,[]
MAIN-R308,ResHTR / EDCΔFuse / WinTok / TID,Grok Card I 相关内部迁移名,内部机制/组件别名,internal_mechanism,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,单列，不计会议论文,[]
MAIN-R309,MST-MAC / SAG-CLK / TTX-HW,Grok SNN 包其他带星号改造,内部机制/组件别名,internal_mechanism,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,单列，不计会议论文,[]
MAIN-R310,CLANE-style graded-spike pooling（引用待消歧）,CLANE-style 借鉴/类比；对应原论文完整题名待核,外部工作类比线索，具体论文待核,unresolved_reference,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,保留待消歧线索，不计已核论文,[]
MAIN-R311,RAFT,RAFT: Recurrent All-Pairs Field Transforms for Optical Flow,ECCV 2020,paper,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,保留完整迁移；限定旧实验不外推,"['https://arxiv.org/abs/2003.12039', 'https://arxiv.org/abs/2203.16896', 'https://arxiv.org/abs/2108.10552']"
MAIN-R312,GMFlow,GMFlow: Learning Optical Flow via Global Matching,CVPR 2022,paper,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,保留完整迁移；限定旧实验不外推,"['https://arxiv.org/abs/2111.13680', 'https://openaccess.thecvf.com/content/CVPR2022/papers/Xu_GMFlow_Learning_Optical_Flow_via_Global_Matching_CVPR_2022_paper.pdf']"
MAIN-R313,CRAFT,CRAFT: Cross-Attentional Flow Transformer for Robust Optical Flow,CVPR 2022,paper,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,保留完整迁移；限定旧实验不外推,['https://arxiv.org/abs/2203.16896']
MAIN-R314,FlowFormer,FlowFormer: A Transformer Architecture for Optical Flow,ECCV 2022 / CVPR 2023,paper,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,保留完整迁移；限定旧实验不外推,['https://arxiv.org/abs/2203.16194']
MAIN-R315,VideoFlow,VideoFlow: Exploiting Temporal Cues for Multi-frame Optical Flow Estimation,ICCV 2023,paper,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,保留完整迁移；限定旧实验不外推,['https://openaccess.thecvf.com/content/ICCV2023/html/Shi_VideoFlow_Exploiting_Temporal_Cues_for_Multi-frame_Optical_Flow_Estimation_ICCV_2023_paper.html']
MAIN-R316,DeltaCNN,DeltaCNN: End-to-End CNN Inference of Sparse Frame Differences in Videos,CVPR 2022,paper,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,保留完整迁移；限定旧实验不外推,"['https://openaccess.thecvf.com/content/CVPR2022/papers/Parger_DeltaCNN_End-to-End_CNN_Inference_of_Sparse_Frame_Differences_in_Videos_CVPR_2022_paper.pdf', 'https://arxiv.org/html/2210.09887v2', 'https://openaccess.thecvf.com/content/ICCV2023/html/Parger_MotionDeltaCNN_Sparse_CNN_Inference_of_Frame_Differences_in_Moving_Camera_ICCV_2023_paper.html', 'https://arxiv.org/html/2203.03996v2', 'https://arxiv.org/html/2210.09887', 'https://openaccess.thecvf.com/content/CVPR2022/html/Parger_DeltaCNN_End-to-End_CNN_Inference_of_Sparse_Frame_Differences_in_Videos_CVPR_2022_paper.html', 'https://arxiv.org/html/2210.09887v5', 'https://arxiv.org/html/2203.03996v1']"
MAIN-R317,MotionDeltaCNN,MotionDeltaCNN: Sparse CNN Inference of Frame Differences in Moving Camera Videos,ICCV 2023,paper,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,保留完整迁移；限定旧实验不外推,"['https://arxiv.org/html/2210.09887v2', 'https://openaccess.thecvf.com/content/ICCV2023/html/Parger_MotionDeltaCNN_Sparse_CNN_Inference_of_Frame_Differences_in_Moving_Camera_ICCV_2023_paper.html', 'https://arxiv.org/html/2210.09887', 'https://arxiv.org/html/2210.09887v5']"
MAIN-R318,MEET,MEET: Towards Memory-Efficient Temporal Sparse Deep Neural Networks,CVPR 2025,paper,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,保留完整迁移；限定旧实验不外推,['https://openaccess.thecvf.com/content/CVPR2025/papers/Zhu_MEET_Towards_Memory-Efficient_Temporal_Sparse_Deep_Neural_Networks_CVPR_2025_paper.pdf']
MAIN-R319,RAFT-Lite FPGA,完整题名待核；RAFT-Lite FPGA,Chinese Automation Congress 2022,paper,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,保留完整迁移；限定旧实验不外推,['https://doi.org/10.1109/CAC57257.2022.10054761']
MAIN-R320,Ultra-Flow,完整题名待核；Ultra-Flow（Ling et al.）,FPL 2022,paper,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,仅引文/身份线索；未完整迁移,['https://doi.org/10.1109/FPL57034.2022.00017']
MAIN-R321,DYNAP-SE2,DYNAP-SE2 神经形态平台；对应论文题名待核,外部真实平台；具体出版物待核,external_platform_reference,SNN、神经元与事件光流,unclear,already_inventoried,literature_audit_20260909,仅引文/身份线索；未完整迁移,[]
MAIN-R322,Samsung 6K-MAC NPU,9.5 A 6K-MAC Feature-Map-Sparsity-Aware Neural Processing Unit in 5nm Flagship Mobile SoC,ISSCC 2021；ISCA 2021 架构配套,paper,电路与芯片,metadata_or_list,already_inventoried,literature_audit_20260909,保留借鉴；未迁移,"['https://doi.org/10.1109/ISSCC42613.2021.9365928', 'https://doi.org/10.1109/ISCA52012.2021.00011']"
MAIN-R323,Samsung Butterfly NPU,7.1 An 11.5TOPS/W 1024-MAC Butterfly Structure Dual-Core Sparsity-Aware Neural Processing Unit in 8nm Flagship Mobile SoC,ISSCC 2019,paper,电路与芯片,metadata_or_list,already_inventoried,literature_audit_20260909,强先验；未试,['https://doi.org/10.1109/ISSCC.2019.8662476']
MAIN-R324,Tambe Sparse Transformer Processor,"Sparse Transformer Processor with Entropy-Based Early Exit, Mixed-Precision Predication and Fine-Grained Power Management",ISSCC 2023,paper,电路与芯片,deep_or_method,already_inventoried,literature_audit_20260909,保留借鉴；未迁移,['https://sld.cs.columbia.edu/pubs/tambe_isscc23.pdf']
