uid,name,full_title,venue,venue_norm,entity_type,precision_tier,relevance_score,precision_status,depth_bucket,read_flag,f_candidates,arxiv_id,source_url,abstract
ARX-001,Aquatic Neuromorphic Optical Flow,Aquatic Neuromorphic Optical Flow,arXiv 2026,arXiv 2026,paper,P0_high_rel,46,arxiv_abstract_verified,metadata_or_list,new_this_round,,2605.07653,https://arxiv.org/abs/2605.07653v2,"Underwater environments impose severe constraints on conventional imaging systems and demand solutions that balance high-quality sensing with strict resource efficiency. While emerging event cameras offer a promising alternative, their potential in aquatic scenarios remains largely unexplored. Throu"
ARX-007,Neural Ganglion Sensors: Learning Task-specific Event Cameras Inspired by the Ne,Neural Ganglion Sensors: Learning Task-specific Event Cameras Inspired by the Neural Circuit of the Human Retina,arXiv 2025,arXiv 2025,paper,P0_high_rel,46,arxiv_abstract_verified,metadata_or_list,new_this_round,,2504.13457,https://arxiv.org/abs/2504.13457v1,"Inspired by the data-efficient spiking mechanism of neurons in the human eye, event cameras were created to achieve high temporal resolution with minimal power and bandwidth requirements by emitting asynchronous, per-pixel intensity changes rather than conventional fixed-frame rate images. Unlike re"
ARX-008,UCF-Crime-DVS: A Novel Event-Based Dataset for Video Anomaly Detection with Spik,UCF-Crime-DVS: A Novel Event-Based Dataset for Video Anomaly Detection with Spiking Neural Networks,arXiv 2025,arXiv 2025,paper,P0_high_rel,46,arxiv_abstract_verified,metadata_or_list,new_this_round,,2503.12905,https://arxiv.org/abs/2503.12905v1,"Video anomaly detection plays a significant role in intelligent surveillance systems. To enhance model's anomaly recognition ability, previous works have typically involved RGB, optical flow, and text features. Recently, dynamic vision sensors (DVS) have emerged as a promising technology, which capt"
ARX-009,ST-FlowNet: An Efficient Spiking Neural Network for Event-Based Optical Flow Est,ST-FlowNet: An Efficient Spiking Neural Network for Event-Based Optical Flow Estimation,arXiv 2025,arXiv 2025,paper,P0_high_rel,46,arxiv_abstract_verified,metadata_or_list,new_this_round,F2,2503.10195,https://arxiv.org/abs/2503.10195v2,"Spiking Neural Networks (SNNs) have emerged as a promising tool for event-based optical flow estimation tasks due to their ability to leverage spatio-temporal information and low-power capabilities. However, the performance of SNN models is often constrained, limiting their application in real-world"
ARX-010,eCARLA-scenes: A synthetically generated dataset for event-based optical flow pr,eCARLA-scenes: A synthetically generated dataset for event-based optical flow prediction,arXiv 2024,arXiv 2024,paper,P0_high_rel,46,arxiv_abstract_verified,metadata_or_list,new_this_round,F2,2412.09209,https://arxiv.org/abs/2412.09209v1,"The joint use of event-based vision and Spiking Neural Networks (SNNs) is expected to have a large impact in robotics in the near future, in tasks such as, visual odometry and obstacle avoidance. While researchers have used real-world event datasets for optical flow prediction (mostly captured with "
ARX-011,TSkips: Efficiency Through Explicit Temporal Delay Connections in Spiking Neural,TSkips: Efficiency Through Explicit Temporal Delay Connections in Spiking Neural Networks,arXiv 2024,arXiv 2024,paper,P0_high_rel,46,arxiv_abstract_verified,metadata_or_list,new_this_round,"F1,F2,F4",2411.16711,https://arxiv.org/abs/2411.16711v2,Spiking Neural Networks (SNNs) with their bio-inspired Leaky Integrate-and-Fire (LIF) neurons inherently capture temporal information. This makes them well-suited for sequential tasks like processing event-based data from Dynamic Vision Sensors (DVS) and event-based speech tasks. Harnessing the temp
ARX-012,Event-based vision on FPGAs -- a survey,Event-based vision on FPGAs -- a survey,arXiv 2024,arXiv 2024,paper,P0_high_rel,46,arxiv_abstract_verified,metadata_or_list,new_this_round,,2407.08356,https://arxiv.org/abs/2407.08356v1,"In recent years there has been a growing interest in event cameras, i.e. vision sensors that record changes in illumination independently for each pixel. This type of operation ensures that acquisition is possible in very adverse lighting conditions, both in low light and high dynamic range, and red"
ARX-013,SCSim: A Realistic Spike Cameras Simulator,SCSim: A Realistic Spike Cameras Simulator,arXiv 2024,arXiv 2024,paper,P0_high_rel,46,arxiv_abstract_verified,metadata_or_list,new_this_round,,2405.16790,https://arxiv.org/abs/2405.16790v1,"Spike cameras, with their exceptional temporal resolution, are revolutionizing high-speed visual applications. Large-scale synthetic datasets have significantly accelerated the development of these cameras, particularly in reconstruction and optical flow. However, current synthetic datasets for spik"
ARX-017,S-TLLR: STDP-inspired Temporal Local Learning Rule for Spiking Neural Networks,S-TLLR: STDP-inspired Temporal Local Learning Rule for Spiking Neural Networks,arXiv 2023,arXiv 2023,paper,P0_high_rel,46,arxiv_abstract_verified,metadata_or_list,new_this_round,,2306.15220,https://arxiv.org/abs/2306.15220v4,"Spiking Neural Networks (SNNs) are biologically plausible models that have been identified as potentially apt for deploying energy-efficient intelligence at the edge, particularly for sequential learning tasks. However, training of SNNs poses significant challenges due to the necessity for precise t"
ARX-078,Spatio-Temporal State Space Model For Efficient Event-Based Optical Flow,Spatio-Temporal State Space Model For Efficient Event-Based Optical Flow,arXiv 2025,arXiv 2025,paper,P0_high_rel,46,arxiv_abstract_verified,metadata_or_list,new_this_round,,2506.07878,https://arxiv.org/abs/2506.07878v1,"Event cameras unlock new frontiers that were previously unthinkable with standard frame-based cameras. One notable example is low-latency motion estimation (optical flow), which is critical for many real-time applications. In such applications, the computational efficiency of algorithms is paramount"
ARX-179,Neuromorphic Optical Tracking and Imaging of Randomly Moving Targets through Str,Neuromorphic Optical Tracking and Imaging of Randomly Moving Targets through Strongly Scattering Media,arXiv 2025,arXiv 2025,paper,P0_high_rel,46,arxiv_abstract_verified,metadata_or_list,new_this_round,,2501.03874,https://arxiv.org/abs/2501.03874v2,Tracking and acquiring simultaneous optical images of randomly moving targets obscured by scattering media remains a challenging problem of importance to many applications that require precise object localization and identification. In this work we develop an end-to-end neuromorphic optical engineer
MAIN-R136,CompRRAE,CompRRAE: RRAM-based Convolutional Neural Network Accelerator with Reduced Computations through a Runtime Activation Estimation,ASP-DAC 2019,DAC 2019,paper,P0_high_rel,46,prior_method_ok_needs_spotcheck,method_or_partial,already_inventoried,,,['https://arxiv.org/html/1906.03180v1'],
MAIN-R178,Control Variate extension,Leveraging Highly Approximated Multipliers in DNN Inference,arXiv 2024,arXiv 2024,paper,P0_high_rel,46,arxiv_abstract_verified,metadata_or_list,already_inventoried,,2412.16757,['https://arxiv.org/abs/2412.16757'],"In this work, we present a control variate approximation technique that enables the exploitation of highly approximate multipliers in Deep Neural Network (DNN) accelerators. Our approach does not require retraining and significantly decreases the induced error due to approximate multiplications, imp"
MAIN-R179,MACISH,MACISH: Designing Approximate MAC Accelerators With Internal-Self-Healing,IEEE Access 2019,IEEE Access 2019,paper,P0_high_rel,46,metadata_only,metadata_or_list,already_inventoried,,,['https://doi.org/10.1109/ACCESS.2019.2920335'],
MAIN-R218,TDE-3,TDE-3: An improved prior for optical flow computation in spiking neural networks,Frontiers in Neuroscience 2025,Frontiers in Neuroscience 2025,paper,P0_high_rel,46,arxiv_abstract_verified,unclear,already_inventoried,,2402.11662,['https://arxiv.org/abs/2402.11662'],Motion detection is a primary task required for robotic systems to perceive and navigate in their environment. Proposed in the literature bioinspired neuromorphic Time-Difference Encoder (TDE-2) combines event-based sensors and processors with spiking neural networks to provide real-time and energy-
MAIN-R220,Precise-event-timing egomotion,Event-based vision for egomotion estimation using precise event timing,arXiv 2025,arXiv 2025,paper,P0_high_rel,46,arxiv_abstract_verified,unclear,already_inventoried,,2501.11554,['https://arxiv.org/abs/2501.11554'],"Egomotion estimation is crucial for applications such as autonomous navigation and robotics, where accurate and real-time motion tracking is required. However, traditional methods relying on inertial sensors are highly sensitive to external conditions, and suffer from drifts leading to large inaccur"
MAIN-R225,IDNet / TID 来源,Lightweight Event-based Optical Flow Estimation via Iterative Deblurring,ICRA 2024,ICRA 2024,paper,P0_high_rel,46,arxiv_abstract_verified,unclear,already_inventoried,,2211.13726,['https://arxiv.org/abs/2211.13726'],"Inspired by frame-based methods, state-of-the-art event-based optical flow networks rely on the explicit construction of correlation volumes, which are expensive to compute and store, rendering them unsuitable for robotic applications with limited compute and energy budget. Moreover, correlation vol"
MAIN-R226,EVA-Flow,Towards Anytime Optical Flow Estimation with Event Cameras,Sensors 2025,Sensors 2025,paper,P0_high_rel,46,arxiv_abstract_verified,unclear,already_inventoried,,2307.05033,['https://arxiv.org/abs/2307.05033'],"Event cameras respond to changes in log-brightness at the millisecond level, making them ideal for optical flow estimation. However, existing datasets from event cameras provide only low frame rate ground truth for optical flow, limiting the research potential of event-driven optical flow. To addres"
MAIN-R227,TMA,TMA: Temporal Motion Aggregation for Event-based Optical Flow,ICCV 2023,ICCV 2023,paper,P0_high_rel,46,arxiv_abstract_verified,unclear,already_inventoried,F2,2303.11629,['https://arxiv.org/abs/2303.11629'],"Event cameras have the ability to record continuous and detailed trajectories of objects with high temporal resolution, thereby providing intuitive motion cues for optical flow estimation. Nevertheless, most existing learning-based approaches for event optical flow estimation directly remould the pa"
MAIN-R233,Learning Normal Flow,Learning Normal Flow Directly From Event Neighborhoods,ICCV 2025,ICCV 2025,paper,P0_high_rel,46,arxiv_abstract_verified,unclear,already_inventoried,F2,2412.11284,['https://arxiv.org/abs/2412.11284'],"Event-based motion field estimation is an important task. However, current optical flow methods face challenges: learning-based approaches, often frame-based and relying on CNNs, lack cross-domain transferability, while model-based methods, though more robust, are less accurate. To address the limit"
MAIN-R234,SciFlow,SciFlow: Empowering Lightweight Optical Flow Models with Self-Cleaning Iterations,CVPR Workshops 2024,CVPR 2024,paper,P0_high_rel,46,arxiv_abstract_verified,unclear,already_inventoried,,2404.08135,['https://arxiv.org/abs/2404.08135'],"Optical flow estimation is crucial to a variety of vision tasks. Despite substantial recent advancements, achieving real-time on-device optical flow estimation remains a complex challenge. First, an optical flow model must be sufficiently lightweight to meet computation and memory constraints to ens"
MAIN-R235,DFlow / Context-aware iteration policy,Context-Aware Iteration Policy Network for Efficient Optical Flow Estimation,AAAI 2024,AAAI 2024,paper,P0_high_rel,46,arxiv_abstract_verified,unclear,already_inventoried,"F2,F4",2312.07180,['https://arxiv.org/abs/2312.07180'],"Existing recurrent optical flow estimation networks are computationally expensive since they use a fixed large number of iterations to update the flow field for each sample. An efficient network should skip iterations when the flow improvement is limited. In this paper, we develop a Context-Aware It"
MAIN-R239,EFGCN,Embedded Graph Convolutional Networks for Real-Time Event Data Processing on SoC FPGAs,Journal of Systems Architecture 2026,Journal of Systems Architecture 2026,paper,P0_high_rel,46,arxiv_abstract_verified,unclear,already_inventoried,,2406.07318,['https://arxiv.org/abs/2406.07318'],"The utilisation of event cameras represents an important and swiftly evolving trend aimed at addressing the constraints of traditional video systems. Particularly within the automotive domain, these cameras find significant relevance for their integration into embedded real-time systems due to lower"
MAIN-R240,3DS-ISC,3D Stack In-Sensor-Computing (3DS-ISC): Accelerating Time-Surface Construction for Neuromorphic Event Cameras,arXiv 2025,arXiv 2025,paper,P0_high_rel,46,arxiv_abstract_verified,unclear,already_inventoried,,2512.20073,['https://arxiv.org/abs/2512.20073'],"This work proposes a 3D Stack In-Sensor-Computing (3DS-ISC) architecture for efficient event-based vision processing. A real-time normalization method using an exponential decay function is introduced to construct the time-surface, reducing hardware usage while preserving temporal information. The c"
MAIN-R241,hARMS,hARMS: A Hardware Acceleration Architecture for Real-Time Event-Based Optical Flow,IEEE Access 2022,IEEE Access 2022,paper,P0_high_rel,46,arxiv_abstract_verified,unclear,already_inventoried,,2112.06772,['https://arxiv.org/abs/2112.06772'],Event-based vision sensors produce asynchronous event streams with high temporal resolution based on changes in the visual scene. The properties of these sensors allow for accurate and fast calculation of optical flow as events are generated. Existing solutions for calculating optical flow from even
MAIN-R244,TrueNorth spiking optical flow,Spiking Optical Flow for Event-based Sensors Using IBM's TrueNorth Neurosynaptic System,IEEE TBioCAS 2018,IEEE TBioCAS 2018,paper,P0_high_rel,46,arxiv_abstract_verified,unclear,already_inventoried,,1710.09820,['https://arxiv.org/abs/1710.09820'],This paper describes a fully spike-based neural network for optical flow estimation from Dynamic Vision Sensor data. A low power embedded implementation of the method which combines the Asynchronous Time-based Image Sensor with IBM's TrueNorth Neurosynaptic System is presented. The sensor generates 
MAIN-R257,SEW-ResNet,Deep Residual Learning in Spiking Neural Networks,NeurIPS 2021,NeurIPS 2021,paper,P0_high_rel,46,arxiv_abstract_verified,method_or_partial,already_inventoried,,2102.04159,['https://arxiv.org/abs/2102.04159'],"Deep Spiking Neural Networks (SNNs) present optimization difficulties for gradient-based approaches due to discrete binary activation and complex spatial-temporal dynamics. Considering the huge success of ResNet in deep learning, it would be natural to train deep SNNs with residual learning. Previou"
