uid,name,source,depth,A,B,X_hint,f_or_stageB,boundary,idea_bullets,kill_gate
MUSHA-CM005,Park_TCAS-I_TD_SNN_CIM,unresolved_no_fulltext,unresolved_no_fulltext,无全文不可继承,n/a,无,不进入主建议直至定位,禁止虚报精读,待补抓取队列 | DOI/题名回查,无全文则保持 unresolved
MUSHA-IS004,Tu_ISSCC22_BitlineTranspose_CIM,unresolved_no_fulltext,unresolved_no_fulltext,无全文不可继承,n/a,无,不进入主建议直至定位,禁止虚报精读,待补抓取队列 | DOI/题名回查,无全文则保持 unresolved
MUSHA-IS005,C-Transformer_ISSCC24,unresolved_no_fulltext,unresolved_no_fulltext,无全文不可继承,n/a,无,不进入主建议直至定位,禁止虚报精读,待补抓取队列 | DOI/题名回查,无全文则保持 unresolved
MAIN-R129,BitFair,arxiv_2607.05445+本地excerpt,方法级（仅方法摘录窗口）+依据：§III-A/B/C bit-plane归约+可学习θ^l/软门退火/ℒ_bit；Algo1 ABO；§IV PE本地终止+FSM汇聚,学习提前终止+自适应位序+PE/FSM终止汇聚：按bit-plane完整输入归约，Pk≤θ^l预测ReLU置零跳剩余位——F2有损共同完成/组关闭强普通对照（借入≠X）。,vanilla bit-serial无早停；BitSET静态θ+MSB-first+定制编码；SnaPEA值级预测；SparseInfer预测后跳权无学习位序。,单输出ReLU-零预测≠lifting完整T10/共享请求并集共同完成；差分须同组关闭逻辑下换并集费用目标且过AEE。,F2第二队列强对照。旁路主岛。不抢Stage B。,CNN ReLU bit-serial≠SNN/T10；勿搬4.0–22.1×/12nm PPA；有损早停≠证书界；仅方法级未迁RTL。,S_k/ℒ_bit生存正则作预期处理位分数模板 | PE终止+FSM汇聚作MP2组关闭普通控制 | ABO贪心位序作信息量大前缀对照 | 负结果只停单点预测挂r1布局,同组关闭下相对SparseInfer/固定θ无并集费用优势或破AEE → 停该预测目标，保留早停文献对照。
MAIN-R216,SLIACF,arxiv_2608.19238+本地excerpt,方法级（仅方法摘录窗口）+依据：Methods SLI=SN(BN(PW(DW(X))))；ACF X̃=X+γ_ssa⊙A+γ_sli⊙S（γ初值0.5）；SSA共发放稀疏动机,注意力无关局部通路+通道自适应互补融合：DW/PW邻域交换补稀疏离散QK关系，γ标定SSA vs SLI——F1删暴露关系字保表达 / F7互补融合对照底座（借入≠X）。,仅SSA/QKFormer；固定等权融合；改注意力表示本身而无独立局部支路。,SLI/ACF≠lifting源字物理删字X；差分须落到r1暴露端口与双PED或可共同删物理字上界。,F1/F7旁路对照。不抢Stage B；非主岛RTL。,ImageNet等精度≠本地same-port；无HW PPA可搬；方法窗不含训练附录全量。,QK共发放稀疏作可共同删关系字上界 | 独立局部通路↔F1删字保留邻域表达 | γ通道标定↔多消费者贡献旋钮 | 负结果只停SLI+ACF挂ep34,映射后端口/服务不降或破AEE，或相对SSA-only无差分 → 停该挂接，保留结构对照。
MAIN-R238,SSER,arxiv_2505.07556+本地excerpt,方法级（仅方法摘录窗口）+依据：§3.2–3.4 GRU/MGU per-pixel自监督编码；QAT；16CC/event流水与同像素间隔；BRAM隐状态；摘录止于§4.1,异步per-pixel递归事件表示+自监督掩码重建+QAT GRU/MGU流水——前端表示/同址完成屏障与状态驻留对照（借入≠X）。,直方图/体素+CNN；LSTM双隐状态；无QAT浮点RNN；忽略同像素流水依赖的理想吞吐。,SSER/MGU≠lifting源字删字X；主张在r1执行对象与消费者接口。,F2弱（同像素完成屏障）；旁路前端。不抢Stage B。,Gen1检测≠AEE；160ns/event勿搬；仅方法摘录窗口。,同像素写回前不可再入作地址级共同完成合同 | BRAM每址驻留↔F5弱对照 | MGU同CC降乘数维→算术并行≠状态费用下降 | 掩码重建偏时间作事件损失权重 | 负结果只停SSER前端替换,替换前端无AEE/延迟增益或同址屏障钉死吞吐 → 停该表示挂载。
MAIN-R223,EDCFlow,arxiv_2506.03512+本地excerpt,方法级（仅方法摘录窗口）+依据：时密特征差O(TNC)vs时密代价体O(TN²C)；1/4差动+1/8相关+注意力多尺度差分层+自适应融合；RAFT-like即插精修；摘录截断于Fig.2,高分辨时密特征差与低分辨相关互补运动编码，降二次搜索保中间运动——同任务事件光流算法底座（借入≠X）。,仅低分辨全对相关；时密多代价体；高分辨全代价硬扩；无相关仅差动或无差动仅相关。,差动+相关融合≠lifting X；同任务旁路，主岛不在ANN精修头。,F7弱；同任务旁路基线。不抢Stage B。,DSEC EPE≠AEE；FLOPs勿写成same-port%；方法窗截断禁止假装已读完整融合公式。,高分辨便宜差动+低分辨稳健相关作多分辨率分母 | 即插精修↔Stage B后可叠不改主分母 | 差动保边界/相关抗噪对照F1删通道 | 与EventShiftFlow旁路成对 | 负结果只停EDCFlow头替换,挂主网无AEE/服务增益或挤占Stage B → 保持旁路，不进标题。
MAIN-R237,HOMI,arxiv_2508.12637+本地excerpt,方法级（仅方法摘录窗口）+依据：§III多时钟域；EVT3.0向量化解码；事件/时间基双控制+双缓冲；ALU表示+u8；RAMAN ASE稀疏引擎；摘录止于地址生成中段,EVT原生解码→可切换事件/时间表示→RAMAN稀疏CNN加速的端到端EdgeAI管线——系统级供数/表示/稀疏执行分母（借入≠X）。,USB AER瓶颈；仅直方图；重ETS时间面；无稀疏引擎稠密CNN；单时钟靠丢事件保实时。,HOMI/RAMAN≠lifting执行对象X；边缘fps不写成Stage B净服务。,旁路（前端+CNN平台）。不抢Stage B。,IMX636+Ultrascale≠T10合同；方法窗截断；完整应用结果可能缺失。,EVT bank向量化打包作广播域压缩弱对照 | 预处理快钟vs加速器慢钟背压合同 | 事件基/时间基双输入旋钮 | ASE作ordinary稀疏跳过强对照 | 负结果只停HOMI管线替换,对主岛无差分或仅集成无新合同 → 保持平台旁路。
MAIN-R348,CFMP / ConvFormer chip,arxiv_2512.17555+本地excerpt,方法级（仅方法摘录窗口）+依据：HAPU混合LA/VA（KTV-first O(C²)）；LFS KV→权替换层融合；CFMP级联扩中间Z→mask剪→DRU恢复；非重叠LF+边界零填；ISSCC短文,混合线性/稠密注意力+层融合KV/权复用+级联「注入冗余→mask剪中间→恢复密度」——剪枝/融合/暴露面压缩强底座（借入≠X）。,纯VA大TL外存；无KV-权复用的朴素LF；Seg.Head常规零跳过无效；重叠fusion重复EMA。,CFMP/HAPU≠lifting源活动×双PED删字X；须落到r1物理源字与T10消费者。,F1/F2/F7强相关；第二队列/Stage B后可挂对照。不抢Stage B。,0.22μJ/token勿搬；Cityscapes≠AEE；ANN剪枝≠SNN源∩W；仅方法摘录窗口。,先扩再剪使稠密段可结构化稀疏↔F1 | FMS早停解码作元数据掩盖杀门 | DRU列→行重排作稀疏存/稠密消费边界 | 非重叠+注意力补野+零填↔F4弱证书 | LFS复用序↔F3/F7 | 负结果只停CFMP挂r1,同槽不胜HiNM/窄稠密或破AEE，或mask/DRU开销吃掉收益 → 停该级联剪布局。
MAIN-R240,3DS-ISC,arxiv_2512.20073+本地excerpt,方法级（仅方法摘录窗口）+依据：摘要/贡献 eDRAM-TS、MOMCAP/LL switch、3D感存算；窗命中 abstract method，§III细部截断,感存算一体 per-pixel Time-Surface 驻留（器件物理衰减代多比特时间戳 SRAM）——前端表示驻留对照分母（借入≠X）。,片外算TS；片上16-bit SRAM/TPI；纯事件队列；无衰减SAE。,模拟eDRAM-TS/3D-ISC≠lifting源字X；主岛在数字残差执行。,F5弱相关（每址驻留）；前端旁路。不抢Stage B。,勿搬69×/2.2×等PPA；分类/SSIM≠AEE；仅方法摘录窗口（§III截断）。,物理衰减代时间戳字作驻留费用对照 | 3D近传感搬移税叙事↔同端口税（非搬TSV） | 与SSER/EBBI前端成对 | 负结果只停模拟TS前端替换,前端替换后AEE/服务无增益或模拟非理想不可映射 → 文献对照，不进标题。
MAIN-R232,Motion-aware Event Suppression,arxiv_2602.23204+本地excerpt,方法级（仅方法摘录窗口）+依据：§III-A分割掩码+流warp前瞻抑制；ATC多任务/token pruning贡献；§III-C/D细部不全,任务驱动保留/抑制事件掩码 + ≤100ms运动预测前瞻过滤——输入侧活动删减对照（借入≠X）。,稠密3D/SLAM再建分割；手调OMS阈值；只分割不抑制；无前瞻事后滤波。,事件抑制/token pruning≠lifting物理删字X；须落到r1执行对象。,F1/F2/F7弱–中相关；旁路前端。不抢Stage B。,EVIMO IoU/173Hz/ViT+83%勿写same-port%；仅方法摘录窗口。,掩码×流warp两步前瞻合同 | motion-guided token pruning作F1/F7减负 | <5%动态不平衡须报保留召回 | 负结果只停抑制前端挂载,抑制后AEE变差或漏关键关键 → 停该前端；不杀F1删字家族。
MAIN-R231,SENECA ANN vs SNN optical flow,arxiv_2407.20421+本地excerpt,方法级（仅方法摘录窗口）+依据：§3.2 SENECA depth-first/grouping；§4 FATReLU+稀疏正则；FireNet ANN↔SNN密度–AEE,同核激活/尖峰稀疏合同：可训阈值+稀疏正则+同像素grouping降膜访存+depth-first跨核流水（借入≠X）。,稠密ReLU/GRU；只压DRAM仍零乘；无grouping逐事件加载膜；单核串行整层。,FATReLU/grouping非标题X；差分须同端口访存真降。,F1/F2强对照；同任务光流旁证。不抢Stage B。,MVSEC≠valid825；核容量限分辨率；权重不复用是原作边界；仅摘录窗。,group=4一次加载膜作访存分母 | depth-first收首事件启下层→F2对照 | 层密度瓶颈λ_i叙事 | ANN↔SNN同核公平对照 | 负结果只停照搬映射,稀疏升但服务/同端口费用不降 → 停该映射；保留阈值+grouping轴。
MAIN-R347,FlexSpIM,arxiv_2410.23082+本地excerpt,方法级（仅方法摘录窗口）+依据：WS/OS可切换、operand shaping、权膜位宽；图重。联读flexspim_iscas2025.md全文卡,按层选驻留（权vs膜）+任意operand shaping——有限RF谁该驻留对照（借入≠X）。,固定纵横比/仅WS CIM；权膜位宽锁比例。,CIM宏≠lifting X；借驻留选择对照F5，勿称CIM-X。,F5旁证；不进主岛。不抢Stage B。与local全文卡联读防双计。,40nm CIM≠本地AEE；相位以全文卡为准；勿搬能量外推。,HS-min选更小操作数驻留 | carry-select邻接限制 | shaping能量波动上界 | 负结果只停CIM名替换数字链,无同端口重读改善或相位不可映射 → 停类比，不杀有限RF家族。
MAIN-R222,ResFlow / ResHTR 来源,arxiv_2412.09105+本地excerpt,方法级（仅方法摘录窗口）+依据：LTR全局+HTR残差共享refiner；速度变换+区域噪声；Fig.1；§IV公式不全,低频稳健参考+高频残差精修与共享相关体——HTR运动算法底座对照（借入≠X）。,纯累积HTR；仅自监督CMax；从零中间流依赖全对相关；无噪声对齐硬监督。,残差光流头≠lifting源字X；同任务旁路。,F7弱相关；旁路基线。不抢Stage B。,10→150Hz与EPE勿写same-port%；§IV截断。,共享cost volume作可叠头纪律 | 区域噪声域迁移模板 | 与EDCFlow/BAT/TMA成簇 | 负结果只停ResFlow头替换,挂主网无增益或挤占Stage B → 保持旁路。
MAIN-R233,Learning Normal Flow,arxiv_2412.11284+本地excerpt,方法级（仅方法摘录窗口）+依据：§3 VecKM邻域编码；径向+角向损失；旋转等变UQ；§3.6后半可能截断,点式局部邻域法向流+不确定度过滤——局部可估分量与不可靠预测门控对照（借入≠X）。,平面拟合法向流；体素稠密光流网；无UQ全量灌下游。,法向流/VecKM≠lifting X；F2弱相关不进主岛。,F2弱相关；运动前端旁路。不抢Stage B。,自建GT/egomotion≠AEE合同；仅摘录窗。,径向圆约束+角向防零解 | 旋转等变σ作保留集门控 | 归一化坐标迁移纪律 | 负结果只停法向流替换出口,UQ过滤后下游无增益或召回崩 → 停该门控。
MAIN-R224,BAT,arxiv_2503.03256+本地excerpt,方法级（仅方法摘录窗口）+依据：BTC双向时间相关；自适应时间采样；SATMA；体素；完整公式可能截断,双向时间相关+空间自适应时序聚合——时密→空密运动线索打包对照（借入≠X）。,E-RAFT单对相关；TMA仅前向；线性索引无自适应；无后向暖启动未来预测。,BTC/SATMA≠lifting源字X；旁路不在DSEC排行差分。,F2/F7弱相关；旁路基线。不抢Stage B。,DSEC增益勿写same-port%；仅摘录窗。,后向相关遮挡+过去事件预测未来 | SATMA抑不一致作F7模板 | 与TMA/EDCFlow/ResFlow成簇 | 负结果只停BAT头替换,替换无增益或迭代费用挤占Stage B → 保持旁路。
MAIN-R244,TrueNorth spiking optical flow,arxiv_1710.09820+本地excerpt,方法级（仅方法摘录窗口）+依据：Barlow–Levick DS 单元（兴奋+延时抑制方向选择）；四向组合；TrueNorth 256×256 突触核拓扑/轴突扇出；摘录混排 Intro+§II–III 图，完整映射/评测公式可能截断,事件驱动方向敏感（DS）尖峰单元+邻像素时差→速度——早期「时序相关/延时抑制」运动前端与低功耗神经形态部署对照（借入≠X）。,帧采样光流（Horn–Schunck/Lucas–Kanade）；无方向抑制的局部相关；纯软件离线事件批处理。,TrueNorth/DS 映射≠lifting 源字 X；同任务旁路，差分不在 AEE% 或芯片 mW。,F2弱相关（事件时序打包）；旁路基线。不抢 Stage B。,原作 AEE≈11%/<80mW≠valid825/same-port%；TrueNorth 专用核≠nts07；仅摘录窗；禁止虚报已读完整§III 映射表。,兴奋–抑制时差作方向门控对照 | 轴突扇出减通信体积作多消费者广播分母旁证 | 与 EV-FlowNet/Spike-FlowNet 成簇读早期→深度线 | 负结果只停「DS 单元替换本地出口」,挂主网无 AEE/服务增益或挤占 Stage B → 保持旁路。
MAIN-R261,EV-FlowNet,arxiv_1802.06898+本地excerpt,方法级（仅方法摘录窗口）+依据：事件图=计数+最近时间戳双极性通道；时间窗归一化；自监督 photometric+smooth；U-Net/hourglass；摘录进入§III 损失/架构，完整训练表可能截断,异步事件→同步图像通道（计数+最新戳）+自监督光度合同——事件光流输入表示与无真值训练底座（借入≠X）。,仅平面拟合/局部 Lucas 事件流；需稠密真值监督；无时间窗归一化的原始戳输入。,事件图/自监督损失≠lifting X；同任务算法旁路。,F2弱相关（时间窗打包）；旁路基线。不抢 Stage B。f_candidates含F2。,MVSEC EPE≠valid825 AEE；仅摘录窗；勿把自监督增益写成 same-port%。,计数+最新戳双通道作输入合同对照 | 时间窗归一化对齐快慢运动 | photometric+smooth 作无真值训练模板 | 与 Spike-FlowNet/E-RAFT/Adaptive-SpikeNet 成簇 | 负结果只停 EV-FlowNet 头替换,替换无增益或挤占 Stage B → 保持旁路。
MAIN-R229,Spike-FlowNet,arxiv_2003.06696+本地excerpt,方法级（仅方法摘录窗口）+依据：IF 膜积分；四通道事件帧；SNN 编码器+输出累加器→ANN residual/decoder 混合；消隐尖峰对策；AEE@dt=1/4；另有 unresolved MUSHA-OF011 勿双计为全文,浅层 SNN 编码器累加尖峰 + 深层 ANN 解码——混合事件光流架构与能量/稀疏对照（借入≠X）。,全 ANN EV-FlowNet；全深度 SNN（易 vanishing spike）；无累加器逐帧直通解码。,混合 SNN–ANN≠结构化 T10/lifting X；旁路不进主岛。,F2弱相关；光流算法对照。不抢 Stage B。与 Adaptive-SpikeNet/Best of Both Worlds 成对。f_candidates含F2。,MVSEC AEE≠valid825；混合网≠nts07；仅摘录窗；勿与 MUSHA-OF011 unresolved 卡双计为两套标题。,输出累加器作「时间打包后再交 ANN」检查点对照 F2 | vanishing spike→混合深度消融法 | dt=1 vs dt=4 合同表 | 负结果只停该混合深度布局,本地不胜结构化 PSN/ANN 基线或破 AEE → 停该混合布局，保留家族。
